Theorem,Statement,Proof,References
1.32,"Suppose $X$ and $Y$ are topological vector spaces and $\Lambda: X \rightarrow Y$ is linear. Among the following four properties of $\Lambda$, the implications

$$
(a) \rightarrow(b) \rightarrow(c)
$$

hold. If $X$ is metrizable, then also

$$
(c) \rightarrow(d) \rightarrow(a)
$$

so that all four properties are equivalent.

(a) $\Lambda$ is continuous.

(b) $\Lambda$ is bounded.

(c) If $x_{n} \rightarrow 0$ then $\left\{\Lambda x_{n}: n=1,2,3, \ldots\right\}$ is bounded.

(d) If $x_{n} \rightarrow 0$ then $\Lambda x_{n} \rightarrow 0$.","Assume (a), let $E$ be a bounded set in $X$, and let $W$ be a neighborhood of 0 in $Y$. Since $\Lambda$ is continuous (and $\Lambda 0=0$ ) there is a neighborhood $V$ of 0 in $X$ such that $\Lambda(V) \subset W$. Since $E$ is bounded, $E \subset t V$ for all large $t$, so that  $$ \Lambda(E) \subset \Lambda(t V)=t \Lambda(V) \subset t W $$  This shows that $\Lambda(E)$ is a bounded set in $Y$.  Thus $(a) \rightarrow(b)$. Since convergent sequences are bounded, $(b) \rightarrow(c)$.  Assume now that $X$ is metrizable, that $\Lambda$ satisfies $(c)$, and that $x_{n} \rightarrow 0$. By Theorem 1.28, there are positive scalars $\gamma_{n} \rightarrow \infty$ such that $\gamma_{n} x_{n} \rightarrow 0$. Hence $\left\{\Lambda\left(\gamma_{n} x_{n}\right)\right\}$ is a bounded set in $Y$, and now Theorem 1.30 implies that  $$ \Lambda x_{n}=\gamma_{n}^{-1} \Lambda\left(\gamma_{n} x_{n}\right) \rightarrow 0 \quad \text { as } \quad n \rightarrow \infty $$  Finally, assume that $(a)$ fails. Then there is a neighborhood $W$ of 0 in $Y$ such that $\Lambda^{-1}(W)$ contains no neighborhood of 0 in $X$. If $X$ has a countable local base, there is therefore a sequence $\left\{x_{n}\right\}$ in $X$ so that $x_{n} \rightarrow 0$ but $\Lambda x_{n} \notin W$. Thus $(d)$ fails.","If $d$ is a translation-invariant metric on a vector space $X$ then

$$
d(n x, 0) \leq n d(x, 0)
$$

for every $x \in X$ and for $n=1,2,3, \ldots$;If $\left\{x_{n}\right\}$ is a sequence in a metrizable topological vector space $X$ and if $x_{n} \rightarrow 0$ as $n \rightarrow \infty$, then there are positive scalars $\gamma_{n}$ such that $\gamma_{n} \rightarrow \infty$ and $\gamma_{n} x_{n} \rightarrow 0$.;In a $B^{*}$-algebra A: Hermitian elements have real spectra.;In a $B^{*}$-algebra A: If $x \in A$ is normal, then $\rho(x)=\|x\|$.;In a $B^{*}$-algebra A: If $y \in A$, then $\rho\left(y y^{*}\right)=\|y\|^{2}$.;In a $B^{*}$-algebra A: If $u \in A, v \in A, u \geq 0$, and $v \geq 0$, then $u+v \geq 0$.;In a $B^{*}$-algebra A: If $y \in A$, then $y y^{*} \geq 0$.;In a $B^{*}$-algebra A: If $y \in A$, then $e+y y^{*}$ is invertible in $A$.; The following two properties of a set $E$ in a topological vector space are equivalent:

(a) $E$ is bounded.

(b) If $\left\{x_{n}\right\}$ is a sequence in $E$ and $\left\{\alpha_{n}\right\}$ is a sequence of scalars such that $\alpha_{n} \rightarrow 0$ as $n \rightarrow \infty$, then $\alpha_{n} x_{n} \rightarrow 0$ as $n \rightarrow \infty$.;  ;  ; "
1.34 (a),Suppose $p$ is a seminorm on a vector space $X$: $p(0)=0$,"Statement $(a)$ follows from $p(\alpha x)=|\alpha| p(x)$, with $\alpha=0$.",
1.34 (b),Suppose $p$ is a seminorm on a vector space $X$: $|p(x)-p(y)| \leq p(x-y)$,"The subadditivity of $p$ shows that  $$ p(x)=p(x-y+y) \leq p(x-y)+p(y) $$  so that $p(x)-p(y) \leq p(x-y)$. This also holds with $x$ and $y$ interchanged. Since $p(x-y)=p(y-x),(b)$ follows.",
1.34 (c),Suppose $p$ is a seminorm on a vector space $X$: $p(x) \geq 0$,"With $y=0,(b)$ implies (c).",
1.34 (d),Suppose $p$ is a seminorm on a vector space $X$: $\{x: p(x)=0\}$ is a subspace of $X$,"If $p(x)=p(y)=0$ and $\alpha, \beta$ are scalars, (c) implies  $$ 0 \leq p(\alpha x+\beta y) \leq|\alpha| p(x)+|\beta| p(y)=0 $$  This proves $(d)$.",
1.34 (e),"Suppose $p$ is a seminorm on a vector space $X$: The set $B=\{x: p(x)<1\}$ is convex, balanced, absorbing, and $p=\mu_{B}$","As to $(e)$, it is clear that $B$ is balanced. If $x \in B, y \in B$, and $0<t<1$, then  $$ p(t x+(1-t) y) \leq t p(x)+(1-t) p(y)<1 . $$  Thus $B$ is convex. If $x \in X$ and $s>p(x)$ then $p\left(s^{-1} x\right)=s^{-1} p(x)<1$. This shows that $B$ is absorbing and also that $\mu_{B}(x) \leq s$. Hence $\mu_{B} \leq p$. But if $0<t \leq p(x)$ then $p\left(t^{-1} x\right) \geq 1$, and so $t^{-1} x$ is not in $B$. This implies $p(x) \leq \mu_{B}(x)$ and completes the proof.",
1.35 (a),"Suppose $A$ is a convex absorbing set in a vector space $X$: $
\mu_{A}(x+y) \leq \mu_{A}(x)+\mu_{A}(y)$","If $t=\mu_{A}(x)+\varepsilon$ and $s=\mu_{A}(y)+\varepsilon$, for some $\varepsilon>0$, then $x / t$ and $y / s$ are in $A$; hence so is their convex combination  $$ \frac{x+y}{s+t}=\frac{t}{s+t} \cdot \frac{x}{t}+\frac{s}{s+t} \cdot \frac{y}{s} $$  This shows that $\mu_{A}(x+y) \leq s+t=\mu_{A}(x)+\mu_{A}(y)+2 \varepsilon$, and $(a)$ is proved.",
1.35 (b),"Suppose $A$ is a convex absorbing set in a vector space $X$: $
\mu_{A}(t x)=t \mu_{A}(x)$ if $t \geq 0$",Property $(b)$ is clear.,
1.35 (c),"Suppose $A$ is a convex absorbing set in a vector space $X$ and $A$ is balanced: $
\mu_{A}$ is a seminorm",$(c)$ follows from $(a)$ and $(b)$.,
1.35 (d),"Suppose $A$ is a convex absorbing set in a vector space $X$: If $B=\left\{x: \mu_{A}(x)<1\right\}$ and $C=\left\{x: \mu_{A}(x) \leq 1\right\}$, then $B \subset A \subset C$ and $\mu_{B}=\mu_{A}=\mu_{C}$","When we turn to $(d)$, the inclusions $B \subset A \subset C$ show that $\mu_{C} \leq$ $\mu_{A} \leq \mu_{B}$. To prove equality, fix $x \in X$, and choose $s, t$ so that $\mu_{C}(x)<$ $s<t$. Then $x / s \in C, \mu_{A}(x / s) \leq 1, \mu_{A}(x / t) \leq s / t<1$; hence $x / t \in B$, so that $\mu_{B}(x) \leq t$. This holds for every $t>\mu_{C}(x)$. Hence $\mu_{B}(x) \leq \mu_{C}(x)$.",
1.36 (a),"Suppose $\mathscr{B}$ is a convex balanced local base in a topological vector space $X$. Associate to every $V \in \mathscr{B}$ its Minkowski functional $\mu_{V}$. Then

$$
V=\left\{x \in X: \mu_{V}(x)<1\right\}
$$

for every $V \in \mathscr{B}$","If $x \in V$, then $x / t \in V$ for some $t<1$, because $V$ is open; hence $\mu_{V}(x)<1$. If $x \notin V$, then $x / t \in V$ implies $t \geq 1$, because $V$ is balanced; hence $\mu_{V}(x) \geq 1$.",
1.36 (b),"Suppose $\mathscr{B}$ is a convex balanced local base in a topological vector space $X$. Associate to every $V \in \mathscr{B}$ its Minkowski functional $\mu_{V}$. Then

$$
\left\{\mu_{V}: V \in \mathscr{B}\right\}
$$

is a separating family of continuous seminorms on $X$","Theorem 1.35 shows that each $\mu_{V}$ is a seminorm. If $r>0$, it follows from 1.36 (a) and Theorem 1.34 that  $$ \left|\mu_{V}(x)-\mu_{V}(y)\right| \leq \mu_{V}(x-y)<r $$  if $x-y \in r V$. Hence $\mu_{V}$ is continuous. If $x \in X$ and $x \neq 0$, then $x \notin V$ for some $V \in \mathscr{B}$. For this $V, \mu_{V}(x) \geq 1$. Thus $\left\{\mu_{V}\right\}$ is separating.","Suppose $A$ is a convex absorbing set in a vector space $X$: $
\mu_{A}(x+y) \leq \mu_{A}(x)+\mu_{A}(y)$;Suppose $A$ is a convex absorbing set in a vector space $X$: $
\mu_{A}(t x)=t \mu_{A}(x)$ if $t \geq 0$;Suppose $A$ is a convex absorbing set in a vector space $X$ and $A$ is balanced: $
\mu_{A}$ is a seminorm;Suppose $A$ is a convex absorbing set in a vector space $X$: If $B=\left\{x: \mu_{A}(x)<1\right\}$ and $C=\left\{x: \mu_{A}(x) \leq 1\right\}$, then $B \subset A \subset C$ and $\mu_{B}=\mu_{A}=\mu_{C}$; Suppose $p$ is a seminorm on a vector space $X$: $p(0)=0$;Suppose $p$ is a seminorm on a vector space $X$: $|p(x)-p(y)| \leq p(x-y)$;Suppose $p$ is a seminorm on a vector space $X$: $p(x) \geq 0$;Suppose $p$ is a seminorm on a vector space $X$: $\{x: p(x)=0\}$ is a subspace of $X$;Suppose $p$ is a seminorm on a vector space $X$: The set $B=\{x: p(x)<1\}$ is convex, balanced, absorbing, and $p=\mu_{B}$;  ;  ; "
1.37,"Suppose $\mathscr{P}$ is a separating family of seminorms on a vector space $X$. Associate to each $p \in \mathscr{P}$ and to each positive integer $n$ the set

$$
V(p, n)=\left\{x: p(x)<\frac{1}{n}\right\}
$$

Let $\mathscr{B}$ be the collection of all finite intersections of the sets $V(p, n)$. Then $\mathscr{B}$ is a convex balanced local base for a topology $\tau$ on $X$, which turns $X$ into a locally convex space such that
(a) every $p \in \mathscr{P}$ is continuous, and

(b) a set $E \subset X$ is bounded if and only if every $p \in \mathscr{P}$ is bounded on $E$.","Declare a set $A \subset X$ to be open if and only if $A$ is a (possibly empty) union of translates of members of $\mathscr{B}$. This clearly defines a translation-invariant topology $\tau$ on $X$; each member of $\mathscr{B}$ is convex and balanced, and $\mathscr{B}$ is a local base for $\tau$.  Suppose $x \in X, x \neq 0$. Then $p(x)>0$ for some $p \in \mathscr{P}$. Since $x$ is not in $V(p, n)$ if $n p(x)>1$, we see that 0 is not in the neighborhood $x-V(p, n)$ of $x$, so that $x$ is not in the closure of $\{0\}$. Thus $\{0\}$ is a closed set, and since $\tau$ is translation-invariant, every point of $X$ is a closed set.  Next we show that addition and scalar multiplication are continuous. Let $U$ be a neighborhood of 0 in $X$. Then  $$ U \supset V\left(p_{1}, n_{1}\right) \cap \cdots \cap V\left(p_{m}, n_{m}\right) $$  for some $p_{1}, \ldots, p_{m} \in \mathscr{P}$ and some positive integers $n_{1}, \ldots, n_{m}$. Put  $$ V=V\left(p_{1}, 2 n_{1}\right) \cap \cdots \cap V\left(p_{m}, 2 n_{m}\right) $$  Since every $p \in \mathscr{P}$ is subadditive, $V+V \subset U$. This proves that addition is continuous.  Suppose now that $x \in X, \alpha$ is a scalar, and $U$ and $V$ are as above. Then $x \in s V$ for some $s>0$. Put $t=s /(1+|\alpha| s)$. If $y \in x+t V$ and $|\beta-\alpha|<1 / s$, then  $$ \beta y-\alpha x=\beta(y-x)+(\beta-\alpha) x $$  which lies in  $$ |\beta| t V+|\beta-\alpha| s V \subset V+V \subset U $$  since $|\beta| t \leq 1$ and $V$ is balanced. This proves that scalar multiplication is continuous.  Thus $X$ is a locally convex space. The definition of $V(p, n)$ shows that every $p \in \mathscr{P}$ is continuous at 0 . Hence $p$ is continuous on $X$, by (b) of Theorem 1.34.  Finally, suppose $E \subset X$ is bounded. Fix $p \in \mathscr{P}$. Since $V(p, 1)$ is a neighborhood of $0, E \subset k V(p, 1)$ for some $k<\infty$. Hence $p(x)<k$ for every $x \in E$. It follows that every $p \in \mathscr{P}$ is bounded on $E$.  Conversely, suppose $E$ satisfies this condition, $U$ is a neighborhood of 0 , and (1) holds. There are numbers $M_{i}<\infty$ such that $p_{i}< M_{i}$ on $E(1 \leq i \leq m)$. If $n>M_{i} n_{i}$ for $1 \leq i \leq m$, it follows that $E \subset n U$, so that $E$ is bounded.","Suppose $p$ is a seminorm on a vector space $X$: $p(0)=0$;Suppose $p$ is a seminorm on a vector space $X$: $|p(x)-p(y)| \leq p(x-y)$;Suppose $p$ is a seminorm on a vector space $X$: $p(x) \geq 0$;Suppose $p$ is a seminorm on a vector space $X$: $\{x: p(x)=0\}$ is a subspace of $X$;Suppose $p$ is a seminorm on a vector space $X$: The set $B=\{x: p(x)<1\}$ is convex, balanced, absorbing, and $p=\mu_{B}$;  ;  ; "
1.39,A topological vector space $X$ is normable if and only if its origin has a convex bounded neighborhood.,"If $X$ is normable, and if $\|\cdot\|$ is a norm that is compatible with the topology of $X$, then the open unit ball $\{x:\|x\|<1\}$ is convex and bounded.",
1.41 (a),"Let $N$ be a closed subspace of a topological vector space $X$. Let $\tau$ be the topology of $X$ and define $\tau_{N}$ as above.

(a) $\tau_{N}$ is a vector topology on $X / N$; the quotient map $\pi: X \rightarrow X / N$ is linear, continuous, and open.","Since $\pi^{-1}(A \cap B)=\pi^{-1}(A) \cap \pi^{-1}(B)$ and  $$ \pi^{-1}\left(\bigcup E_{\lambda}\right)=\bigcup \pi^{-1}\left(E_{\lambda}\right) $$  $\tau_{N}$ is a topology. A set $F \subset X / N$ is $\tau_{N}$-closed if and only if $\pi^{-1}(F)$ is $\tau$-closed. In particular, every point of $X / N$ is closed, since  $$ \pi^{-1}(\pi(x))=N+x $$  and $N$ was assumed to be closed.  The continuity of $\pi$ follows directly from the definition of $\tau_{N}$. Next, suppose $V \in \tau$. Since  $$ \pi^{-1}(\pi(V))=N+V $$  and $N+V \in \tau$, it follows that $\pi(V) \in \tau_{N}$. Thus $\pi$ is an open mapping.  If now $W$ is a neighborhood of 0 in $X / N$, there is a neighborhood $V$ of 0 in $X$ such that  $$ V+V \subset \pi^{-1}(W) $$  Hence $\pi(V)+\pi(V) \subset W$. Since $\pi$ is open, $\pi(V)$ is a neighborhood of 0 in $X / N$. Addition is therefore continuous in $X / N$.  The continuity of scalar multiplication in $X / N$ is proved in the same manner. This establishes $(a)$.",
1.41 (b),"Let $N$ be a closed subspace of a topological vector space $X$. Let $\tau$ be the topology of $X$ and define $\tau_{N}$ as above.

(b) If $\mathscr{B}$ is a local base for $\tau$, then the collection of all sets $\pi(V)$ with $V \in \mathscr{B}$ is a local base for $\tau_{N}$.","It is clear that $(a)$ implies $(b)$. With the aid of Theorems 1.32, 1.24 , and 1.39 , it is just as easy to see that $(b)$ implies $(c)$.",
1.41 (c),"Let $N$ be a closed subspace of a topological vector space $X$. Let $\tau$ be the topology of $X$ and define $\tau_{N}$ as above.

(c) Each of the following properties of $X$ is inherited by $X / N$ : local convexity, local boundedness, metrizability, normability.","It is clear that $(a)$ implies $(b)$. With the aid of Theorems 1.32, 1.24 , and 1.39 , it is just as easy to see that $(b)$ implies $(c)$.",
1.41 (d),"Let $N$ be a closed subspace of a topological vector space $X$. Let $\tau$ be the topology of $X$ and define $\tau_{N}$ as above.

(d) If $X$ is an $F$-space, or a Fr\'echet space, or a Banach space, so is $X / N$.","Suppose $\left\{u_{n}\right\}$ is a Cauchy sequence in $X / N$, relative to $\rho$. There is a subsequence $\left\{u_{n_{i}}\right\}$ with $\rho\left(u_{n_{i}}, u_{n_{i+1}}\right)<2^{-i}$. One can then inductively choose $x_{i} \in X$ such that $\pi\left(x_{i}\right)=u_{n_{i}}$ and $d\left(x_{i}, x_{i+1}\right)<2^{-i}$. If $d$ is complete, the Cauchy sequence $\left\{x_{i}\right\}$ converges to some $x \in X$. The continuity of $\pi$ implies that $u_{n_{i}} \rightarrow \pi(x)$ as $i \rightarrow \infty$. But if a Cauchy sequence has a convergent subsequence then the full sequence must converge. Hence $\rho$ is complete, and so is the proof of Theorem 1.41.","Let $N$ be a closed subspace of a topological vector space $X$. Let $\tau$ be the topology of $X$ and define $\tau_{N}$ as above.

(a) $\tau_{N}$ is a vector topology on $X / N$; the quotient map $\pi: X \rightarrow X / N$ is linear, continuous, and open.;Let $N$ be a closed subspace of a topological vector space $X$. Let $\tau$ be the topology of $X$ and define $\tau_{N}$ as above.

(b) If $\mathscr{B}$ is a local base for $\tau$, then the collection of all sets $\pi(V)$ with $V \in \mathscr{B}$ is a local base for $\tau_{N}$.;Let $N$ be a closed subspace of a topological vector space $X$. Let $\tau$ be the topology of $X$ and define $\tau_{N}$ as above.

(c) Each of the following properties of $X$ is inherited by $X / N$ : local convexity, local boundedness, metrizability, normability.;Let $N$ be a closed subspace of a topological vector space $X$. Let $\tau$ be the topology of $X$ and define $\tau_{N}$ as above.

(d) If $X$ is an $F$-space, or a Fr\'echet space, or a Banach space, so is $X / N$.;  ;  ; "
1.42,"Suppose $N$ and $F$ are subspaces of a topological vector space $X, N$ is closed, and $F$ has finite dimension. Then $N+F$ is closed.","Let $\pi$ be the quotient map of $X$ onto $X / N$, and give $X / N$ its quotient topology. Then $\pi(F)$ is a finite-dimensional subspace of $X / N$; since $X / N$ is a topological vector space, Theorem 1.21 implies that $\pi(F)$ is closed in $X / N$. Since $N+F=\pi^{-1}(\pi(F))$ and $\pi$ is continuous, we conclude that $N+F$ is closed. (Compare Exercise 20.)","If $n$ is a positive integer and $Y$ is an n-dimensional subspace of a complex topological vector space $X$, then every isomorphism of $\mathbb{C}^{n}$ onto $Y$ is a homeomorphism.;If $n$ is a positive integer and $Y$ is an n-dimensional subspace of a complex topological vector space $X$, then Y is closed.;  ;  ; "
10.11,"Suppose $A$ is a Banach algebra, $x \in G(A), h \in A$, and $\|h\|<\frac{1}{2}\left\|\mathrm{x}^{-1}\right\|^{-1}$. Then $x+h \in G(A)$, and

$$
\left\|(x+h)^{-1}-x^{-1}+x^{-1} h x^{-1}\right\| \leq 2\left\|x^{-1}\right\|^{3}\|h\|^{2} .
$$","Since $x+h=x\left(e+x^{-1} h\right)$ and $\left\|x^{-1} h\right\|<\frac{1}{2}$, Theorem 10.7 implies that $x+h \in G(A)$ and that the norm of the right member of the identity  $$ (x+h)^{-1}-x^{-1}+x^{-1} h x^{-1}=\left[\left(e+x^{-1} h\right)^{-1}-e+x^{-1} h\right] x^{-1} $$  is at most $2\left\|x^{-1} h\right\|^{2}\left\|x^{-1}\right\|$.","Suppose $A$ is a Banach algebra, $x \in A,\|x\|<1$. Then
(a) $e-x$ is invertible,

(b) $\left\|(e-x)^{-1}-e-x\right\| \leq \frac{\|x\|^{2}}{1-\|x\|}$,

(c) $|\phi(x)|<1$ for every complex homomorphism $\phi$ on $A$.;  ;  ; "
10.13 (a),"If $A$ is a Banach algebra and $x \in A$, then the spectrum $\sigma(x)$ of $x$ is compact and nonempty","To prove that $\sigma(x)$ is closed, define $g: \mathbb{C} \rightarrow A$ by $g(\lambda)=\lambda e-x$. Then $g$ is continuous, and the complement $\Omega$ of $\sigma(x)$ is $g^{-1}(G(A))$, which is open, by Theorem 10.12. Thus $\sigma(x)$ is compact.  Now define $f: \Omega \rightarrow G(A)$ by  $$ f(\lambda)=(\lambda e-x)^{-1} \quad(\lambda \in \Omega) . $$  Replace $x$ by $\lambda e-x$ and $h$ by $(\mu-\lambda) e$ in Theorem 10.11. If $\lambda \in \Omega$ and $\mu$ is sufficiently close to $\lambda$, the result of this substitution is  $$ \left\|f(\mu)-f(\lambda)+( \mu-\lambda) f^{2}(\lambda)\right\| \leq 2\|f(\lambda)\|^{3}|\mu-\lambda|^{2} $$  so that  $$ \lim _{\mu \rightarrow \lambda} \frac{f(\mu)-f(\lambda)}{\mu-\lambda}=-f^{2}(\lambda) \quad(\lambda \in \Omega) $$  Thus $f$ is a strongly holomorphic $A$-valued function in $\Omega$.  If $\sigma(x)$ were empty, $\Omega$ would be $\mathcal{C}$, and the Cauchy theorem 3.31 would imply that all integrals in (7) are 0 . But when $n=0$, the lefthand side of (7) is $e \neq 0$. This contradiction shows that $\sigma(x)$ is not empty.","; Suppose $A$ is a Banach algebra, $x \in G(A), h \in A$, and $\|h\|<\frac{1}{2}\left\|\mathrm{x}^{-1}\right\|^{-1}$. Then $x+h \in G(A)$, and

$$
\left\|(x+h)^{-1}-x^{-1}+x^{-1} h x^{-1}\right\| \leq 2\left\|x^{-1}\right\|^{3}\|h\|^{2} .
$$;  ;  ; "
10.13 (b),"If $A$ is a Banach algebra and $x \in A$, then the spectral radius $\rho(x)$ of $x$ satisfies

$$
\rho(x)=\lim _{n \rightarrow \infty}\left\|x^{n}\right\|^{1 / n}=\inf _{n \geq 1}\left\|x^{n}\right\|^{1 / n}
$$","If $|\lambda|>\|x\|$ then $e-\lambda^{-1} x$ lies in $G(A)$, by Theorem 10.7, and so does $\lambda e-x$. Thus $\lambda \notin \sigma(x)$. This proves (2). In particular, $\sigma(x)$ is a bounded set.  Since $\Omega$ contains all $\lambda$ with $|\lambda|>\rho(x)$, an application of (3) of the Cauchy theorem 3.31 shows that the condition $r>\|x\|$ can be replaced in (7) by $r>\rho(x)$. If  $$ M(r)=\max _{\theta}\left\|f\left(r e^{i \theta}\right)\right\| \quad(r>\rho(x)) $$  the continuity of $f$ implies that $M(r)<\infty$. Since (7) now gives  $$ \left\|x^{n}\right\| \leq r^{n+1} M(r) $$  we obtain  $$ \limsup _{n \rightarrow \infty}\left\|x^{n}\right\|^{1 / n} \leq r \quad(r>\rho(x)) $$  so that  $$ \limsup _{n \rightarrow \infty}\left\|x^{n}\right\|^{1 / n} \leq \rho(x) $$  On the other hand, if $\lambda \in \sigma(x)$, the factorization  $$ \lambda^{n} e-x^{n}=(\lambda e-x)\left(\lambda^{n-1} e+\cdots+x^{n-1}\right) $$  shows that $\lambda^{n} e-x^{n}$ is not invertible. Thus $\lambda^{n} \in \sigma\left(x^{n}\right)$. By (2), $\left|\lambda^{n}\right| \leq\left\|x^{n}\right\|$ for $n=1,2,3, \ldots. Hence  $$ \rho(x) \leq \inf _{n \geq 1}\left\|x^{n}\right\|^{1 / n} $$  and (1) is an immediate consequence of (11) and (13).","Suppose $A$ is a Banach algebra, $x \in A,\|x\|<1$. Then
(a) $e-x$ is invertible,

(b) $\left\|(e-x)^{-1}-e-x\right\| \leq \frac{\|x\|^{2}}{1-\|x\|}$,

(c) $|\phi(x)|<1$ for every complex homomorphism $\phi$ on $A$.;  ;  ; "
