Type,Formula#,Type#,latex
13.32,15,Theorem,"$$
\[
(M x, y)=\int \lambda d E_{x, y}(\lambda) \quad(x \in \mathscr{D}(M), y \in H)
\]"
13.32,17,Theorem," $\quad E_{x, x}(\omega)=\|E(\omega) x\|^{2}=\sum_{i=1}^{\infty}\left\|E^{i}(\omega) P_{i} x\right\|^{2}=\sum_{i=1}^{\infty} E_{x_{i}, x_{i}}^{i}(\omega)$,"
13.32,16,Theorem,"$\mathscr{D}(M)=\left\{x \in H: \int|\lambda|^{2} d E_{x, x}(\lambda)<\infty\right\}$."
13.34,2,Definition,"
\[
A x=\lim _{\varepsilon \rightarrow 0} A_{\varepsilon} x
\]"
13.34,1,Definition,"
\[
A_{\varepsilon} x=\frac{1}{\varepsilon}[Q(\varepsilon) x-x] \quad(x \in X, \varepsilon>0)
\]"
13.35,18,Theorem,"$$
\[
R(\lambda) A x=\int_{0}^{\infty} e^{-\lambda t} \frac{d}{d t} Q(t) x d t=-x+\lambda R(\lambda) x
\]"
13.35,5,Theorem,"$$
\[
A_{\varepsilon} M_{t} x=A_{t} M_{\varepsilon} x \quad(\varepsilon>0, t>0, x \in X) .
\]"
13.35,4,Theorem,"
\[
M_{t} x=\frac{1}{t} \int_{0}^{t} Q(s) x d s \quad(x \in X, t>0)
\]"
13.35,19,Theorem,"
\[
R(\lambda)(\lambda I-A) x=x \quad(x \in \mathscr{D}(A)) .
\]"
13.35,6,Theorem,"
\[
A M_{t} x=A_{t} x \quad(x \in X) .
\]"
13.35,7,Theorem,"
\[
A_{t} x=M_{t} y .
\]"
13.35,3,Theorem,"
\[
\|Q(t)\|=\left\|Q(t / n)^{n}\right\| \leq C^{n} \leq C^{1+t / \delta},
\]"
13.35,2,Theorem,"
\[
Q(s+t)=Q(s) Q(t)
\]"
13.35,1,Theorem,"
\[
\|Q(t) x-x\| \rightarrow 0 \quad \text { as } t \rightarrow 0 .
\]"
13.35,11,Theorem,"
\[
\varphi^{\prime}(s)=\left\{\exp \left((t-s) A_{\varepsilon}\right)\right\} Q(s)\left(A x-A_{\varepsilon} x\right) .
\]"
13.35,10,Theorem," $\varphi(s)=\left\{\exp \left((t-s) A_{\varepsilon}\right)\right\} Q(s) x \quad(0 \leq s \leq t)$."
13.35,12,Theorem,"$$
\[
\left\|\varphi^{\prime}(s)\right\| \leq K(t)\left\|A x-A_{\varepsilon} x\right\|
\]"
13.35,13,Theorem,"
\[
\left\|Q(t) x-\left\{\exp \left(t A_{\varepsilon}\right)\right\} x\right\| \leq t K(t)\left\|A x-A_{\varepsilon} x\right\|,
\]"
13.35,17,Theorem,$R(\lambda) A_{\varepsilon} x=\int_{0}^{\infty} e^{-\lambda t} Q(t) A_{\varepsilon} x d t$
13.35,16,Theorem,"$$
\[
(\lambda I-A) R(\lambda) x=x \quad(x \in X) .
\]"
13.35,14,Theorem," $\quad\|R(\lambda)\| \leq C \int_{0}^{\infty} e^{(\gamma-\operatorname{Re} \lambda) t} d t=\frac{C}{\operatorname{Re}(\lambda-\gamma)}<\infty$"
13.35,9,Theorem," $\quad\left\|\exp \left(t A_{\varepsilon}\right)\right\| \leq C \exp \left\{\frac{t}{\varepsilon}\left(e^{t \varepsilon \gamma}-1\right)\right\}<C \exp \left(t e^{\gamma t}\right)$"
13.35,8,Theorem,"
\[
A \int_{0}^{t} Q(s) x d s=Q(t) x-x
\]"
13.35,15,Theorem,"$$
\[
A_{\varepsilon} R(\lambda) x=\frac{e^{\lambda \varepsilon-1}}{\varepsilon} R(\lambda) x-\frac{1}{\varepsilon} e^{\lambda \varepsilon} \int_{0}^{\varepsilon} e^{-\lambda t} Q(t) x d t
\]"
13.36,9,Theorem,"
\[
T(t, \varepsilon)=\exp (t A S(\varepsilon))
\]"
13.36,8,Theorem,"
\[
\lim _{\varepsilon \rightarrow 0} S(\varepsilon) x=x
\]"
13.36,6,Theorem," $\quad\left\|S(\varepsilon)^{m}\right\| \leq C(1-\varepsilon \gamma)^{-m} \quad\left(0<\varepsilon<\varepsilon_{0}, m=1,2,3, \ldots\right)$,"
13.36,7,Theorem,"
\[
(I-\varepsilon A) S(\varepsilon) x=x=S(\varepsilon)(I-\varepsilon A) x
\]"
13.36,4,Theorem,"$$
\[
R(\lambda)^{m} x=\frac{1}{(m-1) !} \int_{0}^{\infty} t^{m-1} e^{-\lambda t} Q(t) x d t
\]"
13.36,1,Theorem,"
\[
A_{\varepsilon}=\left(M_{t}\right)^{-1} A_{t} M_{\varepsilon} .
\]"
13.36,3,Theorem," $\quad \lim _{\varepsilon \rightarrow 0}\left\|\exp \left(t A_{\varepsilon}\right)-\exp (t A)\right\|=0 \quad(0 \leq t<\infty)$."
13.36,2,Theorem," $\quad\left\|A_{\varepsilon}-A\right\| \leq\left\|\left(M_{t}\right)^{-1} A_{t}\right\|\left\|M_{\varepsilon}-I\right\| \rightarrow 0 \quad$ as $\varepsilon \rightarrow 0$."
13.36,16,Theorem,"$$
\[
(\lambda I-A)^{-1} x=\int_{0}^{\infty} e^{-\lambda t} Q(t) x d t
\]"
13.36,14,Theorem,"
\[
(\lambda I-\tilde{A})^{-1} x=\int_{0}^{\infty} e^{-\lambda t} Q(t) x d t \quad(\lambda>\gamma)
\]"
13.36,15,Theorem,"$$
\[
(\lambda I-A S(\varepsilon))^{-1} x=\int_{0}^{\infty} e^{-\lambda t} T(t, \varepsilon) x d t
\]"
13.36,11,Theorem,"
\[
T(t, \varepsilon)=e^{-t / \varepsilon} \sum_{m=0}^{\infty} \frac{t^{m}}{m ! \varepsilon^{m}} S(\varepsilon)^{m}
\]"
13.36,10,Theorem,"$$
\[
\|T(t, \varepsilon)\| \leq C \exp \left\{\frac{\gamma t}{1-\varepsilon \gamma}\right\} \quad\left(0<\varepsilon<\varepsilon_{0}, t>0\right)
\]"
13.36,12,Theorem," $T(t, \varepsilon) x-T(t, \delta) x=\int_{0}^{t} T(u, \varepsilon) T(t-u, \delta)(S(\varepsilon)-S(\delta)) A x d u$"
13.36,13,Theorem,"
\[
Q(t) x=\lim _{\varepsilon \rightarrow 0} T(t, \varepsilon) x
\]"
13.38,9,Theorem,"
\[
\mathscr{D}(B)=\left\{x \in H: \int_{\Delta}|b|^{2} d E_{x, x}<\infty\right\} .
\]"
13.38,8,Theorem,"
\[
b(p)=\lim _{n \rightarrow \infty} a_{2-n}(p)
\]"
13.38,11,Theorem,"
\[
\int_{\Delta}\left|a_{2 \varepsilon}-a_{\varepsilon}\right| d E_{x, x} \leq \frac{\varepsilon}{2} C_{x} \quad(0<\delta \leq 1)
\]"
13.38,10,Theorem,"
\[
\int_{\Delta}\left|a_{\varepsilon}\right|^{2} d E_{x, x}=\left\|A_{\varepsilon} x\right\|^{2} \leq C_{x} \quad(0<\varepsilon \leq 1)
\]"
13.38,12,Theorem,"$$
\[
\sum_{n=1}^{\infty}\left|a_{2-n+1}-a_{2-n}\right|<\infty \quad \text { a.e. }\left[E_{x, x}\right]
\]"
13.38,13,Theorem,"
\[
\int_{\Delta}|b|^{2} d E_{x, x} \leq C_{x}
\]"
13.38,17,Theorem,"$$
\[
Q(t)=e^{t B} \quad(0 \leq t<\infty)
\]"
13.38,16,Theorem,$Q(t) x=e^{t B} x \quad[x \in \mathscr{D}(A)]$.
13.38,14,Theorem,"$$
\[
\operatorname{Re} b(p) \leq \gamma \quad(p \in \Delta)
\]"
13.38,15,Theorem," $\left\|\exp \left(t A_{\varepsilon}\right) x-\exp (t B) x\right\|^{2}=\int_{\Delta}\left|\exp \left(t a_{\varepsilon}\right)-\exp (t b)\right|^{2} d E_{x, x}$"
13.38,18,Theorem,"$$
\[
A_{\varepsilon} x-B x=\left(\frac{e^{\varepsilon B}-I}{\varepsilon}-B\right) x
\]"
13.38,19,Theorem,"$$
\[
\left\|A_{\varepsilon} x-B x\right\|^{2}=\int_{\Delta}\left|\frac{e^{\varepsilon b}-1}{\varepsilon}-b\right|^{2} d E_{x, x} .
\]"
13.38,20,Theorem,"
\[
\lim _{\varepsilon \rightarrow 0}\left\|A_{\varepsilon} x-B x\right\|^{2}=0 \quad \text { if } x \in \mathscr{D}(B)
\]"
13.38,1,Theorem,"
\[
\lim _{t \rightarrow 0}\|Q(t) x-x\|=0 \quad(x \in H)
\]"
13.38,3,Theorem,"
\[
Q(t)=e^{i t S} \quad(0 \leq t<\infty)
\]"
13.38,2,Theorem,"$$
\[
Q(t)=e^{t A} \quad(0 \leq t<\infty) .
\]"
13.38,7,Theorem,"
\[
a_{2 \varepsilon}-a_{\varepsilon}=\frac{\varepsilon}{2}\left(a_{\varepsilon}\right)^{2}
\]"
13.38,5,Theorem,"$$
\[
\|Q(t) x-x\|^{2}=\int_{\sigma(A)}\left|e^{t \lambda}-1\right|^{2} d E_{x, x}^{A}(\lambda) \rightarrow 0
\]"
13.38,4,Theorem,"
\[
e^{t A}=\int_{\sigma(A)} e^{t \lambda} d E^{A}(\lambda) \quad(0 \leq t<\infty)
\]"
13.6,2,Theorem,"$$
\[
\|\{a, b\}\|^{2}=\|a\|^{2}+\|b\|^{2} .
\]"
13.6,3,Theorem,"
\[
V\{a, b\}=\{-b, a\} \quad(a \in H, b \in H)
\]"
13.6,1,Theorem,"
\[
x^{n} y-y x^{n}=n x^{n-1} \neq 0
\]"
13.8,2,Theorem,"
\[
\{y, z\} \in \mathscr{G}\left(T^{*}\right) .
\]"
13.8,3,Theorem," $\quad(T x, y)=(x, z) \quad$ for every $x \in \mathscr{D}(T)$."
13.8,4,Theorem," $\quad(\{-T x, x\},\{y, z\})=0 \quad$ for every $x \in \mathscr{D}(T)$."
13.8,5,Theorem,"$$
\[
\{y, z\} \in[V \mathscr{G}(T)]^{\perp} \quad \quad / / /
\]"
