Chapter,Type,Type#,Formula#,Path,latex
13,13.32,Theorem,7,functional/13.32 Theorem_13_7.jpg,"
\[
\mathscr{D}(M)=\mathscr{D}\left(M^{*}\right) \subset \mathscr{D}\left(N^{*}\right)=\mathscr{D}(N) \subset \mathscr{D}(M)
\]"
6,6.25,Theorem,10,functional/6.25 Theorem_6_10.jpg,"
\[
\left\|\psi_{r} \phi\right\|_{N} \leq \eta C\|\psi\|_{N}
\]"
13,13.19,Theorem,11,functional/13.19 Theorem_13_11.jpg,"
\[
x=z-V z .
\]"
7,7.7,The,8,functional/7.7 The Inversion Theorem_7_8.jpg,"
\[
\int_{R^{n}}\left(f_{0}-f\right) \phi d m_{n}=0
\]"
9,9.6,Definition,8,functional/9.6 Definition_9_8.jpg, $\quad \phi(x)-(f * \phi)(x)=\int_{|y|<\delta}[\phi(x)-\phi(x-y)] f(y) d m_{n}(y)$.
9,9.13,Theorem,3,functional/9.13 Theorem_9_3.jpg,"
\[
\phi * \sigma=0 .
\]"
10,10.9,Theorem,11,functional/10.9 Theorem_10_11.jpg,"$$
\[
\|\lambda e-x\| \geq|\lambda|=|\phi(\lambda e-x)| \quad(x \in N, \lambda \in \mathscr{C}) .
\]"
9,9.6,Definition,9,functional/9.6 Definition_9_9.jpg,"
\[
|\phi(x)-(f * \phi)(x)|<\varepsilon .
\]"
10,10.9,Theorem,10,functional/10.9 Theorem_10_10.jpg," $x y-y z \in N \quad$ if $x \in N, y \in A$."
9,9.13,Theorem,2,functional/9.13 Theorem_9_2.jpg,"$$
\[
\hat{\mu}(t)=\int_{-\infty}^{\infty} e^{-i x t} d \mu(x)
\]"
13,13.19,Theorem,10,functional/13.19 Theorem_13_10.jpg," $\quad\left((T-i I) x, y_{1}\right)=\left(x,\left(T^{*}+i I\right) y_{1}\right)=(x, 0)=0$."
12,12.21,Theorem,16,functional/12.21 Theorem_12_16.jpg,"
\[
\|f\|_{\infty}^{2}=\sup \left\{\int_{\Omega}|f|^{2} d E_{x, x}:\|x\| \leq 1\right\}
\]"
7,7.245,Theorem,10,functional/7.245 Theorem_7_10.jpg,"
\[
F_{\omega} \in C^{(p)}\left(R^{n}\right)
\]"
6,6.25,Theorem,11,functional/6.25 Theorem_6_11.jpg,"$$
\[
\left(D^{\alpha} \delta_{0}\right) \phi=(-1)^{|\alpha|} \delta_{0}\left(D^{\alpha} \phi\right)=(-1)^{|\alpha|}\left(D^{\alpha} \phi\right)
\]"
13,13.38,Theorem,20,functional/13.38 Theorem_13_20.jpg,"
\[
\lim _{\varepsilon \rightarrow 0}\left\|A_{\varepsilon} x-B x\right\|^{2}=0 \quad \text { if } x \in \mathscr{D}(B)
\]"
13,13.32,Theorem,6,functional/13.32 Theorem_13_6.jpg,"
\[
\mathscr{D}\left(N^{*}\right) \subset \mathscr{D}\left(N^{* *}\right)=\mathscr{D}(N) .
\]"
12,12.8,Theorem,2,functional/12.8 Theorem_12_2.jpg,"
\[
f(x, y)=(x, S y) \quad(x \in H, y \in H) .
\]"
7,7.19,Theorem,7,functional/7.19 Theorem_7_7.jpg,"
\[
(u * \phi)(\psi)=u\left((\phi * \psi)^{\vee}\right),
\]"
12,12.38,Theorem,6,functional/12.38 Theorem_12_6.jpg,"
\[
|f(z)| \leq \pi^{-1 / 2} \delta^{-1}\|f\| \quad(z \in K, f \in H),
\]"
12,12.16,Theorem,0,functional/12.16 Theorem_12_0.jpg,"nded entire $\mathscr{B}(H)$-valued function. By Liouville's theorem 3.32, $=T$, for every $\lambda \in \mathscr{C}$. Hence  becomes"
7,7.7,and,1,functional/7.7 and (c) of Theorem_7_1.jpg, $\quad\left\{u \in \mathscr{S}_{n}^{\prime}:\left|u\left(\phi_{i}\right)\right|<1\right.$ for $\left.1 \leq i \leq k\right\} \subset W$.
13,13.35,Theorem,8,functional/13.35 Theorem_13_8.jpg,"
\[
A \int_{0}^{t} Q(s) x d s=Q(t) x-x
\]"
7,7.17,Lemma,2,functional/7.17 Lemma_7_2.jpg,"
\[
\psi_{\varepsilon} \hat{\phi} \rightarrow 0 \text { in } \mathscr{S}_{n}, \quad \text { as } \varepsilon \rightarrow 0
\]"
3,3.20,Theorem,6,functional/3.20 Theorem_3_6.jpg,"
\[
x=t_{1} x_{1}+\cdots+t_{n+1} x_{n+1}
\]"
13,13.35,Theorem,15,functional/13.35 Theorem_13_15.jpg,"$$
\[
A_{\varepsilon} R(\lambda) x=\frac{e^{\lambda \varepsilon-1}}{\varepsilon} R(\lambda) x-\frac{1}{\varepsilon} e^{\lambda \varepsilon} \int_{0}^{\varepsilon} e^{-\lambda t} Q(t) x d t
\]"
6,6.36,Definition,2,functional/6.36 Definition_6_2.jpg,"
\[
L \phi=(u * v) * \phi \quad(\phi \in \mathscr{D}) .
\]"
11,11.8,Definition,5,functional/11.8 Definition_11_5.jpg,"
\[
\left|\Lambda_{0}(x y)-\Lambda_{0} x \Lambda_{0} y\right|<\left(1+\|x\|+\left|\Lambda_{0} y\right|\right) \varepsilon .
\]"
7,7.23,Theorem,3,functional/7.23 Theorem_7_3.jpg,"
\[
\hat{u}=(\psi u)^{\wedge}=\hat{u} * \hat{\psi}
\]"
3,3.27,Theorem,2,functional/3.27 Theorem_3_2.jpg,"
\[
\Lambda y=\int_{Q}(\Lambda f) d \mu
\]"
3,3.30,Definition,9,functional/3.30 Definition_3_9.jpg,"
\[
y=\frac{1}{2 \pi i} \int_{\Gamma} \zeta^{-2} f(\zeta) d \zeta
\]"
13,13.36,Theorem,2,functional/13.36 Theorem_13_2.jpg, $\quad\left\|A_{\varepsilon}-A\right\| \leq\left\|\left(M_{t}\right)^{-1} A_{t}\right\|\left\|M_{\varepsilon}-I\right\| \rightarrow 0 \quad$ as $\varepsilon \rightarrow 0$.
13,13.17,Definition,2,functional/13.17 Definition_13_2.jpg,"
\[
U=(T-i I)(T+i I)^{-1}
\]"
12,12.40,Theorem,11,functional/12.40 Theorem_12_11.jpg,"$$
\[
\|T(x)\| \leq\|x\| \quad(x \in A) .
\]"
13,13.19,Theorem,1,functional/13.19 Theorem_13_1.jpg,"$$ $z=T x+i x, \quad U z=T x-i x$"
2,2.17,Theorem,1,functional/2.17 Theorem_2_1.jpg,"
\[
B\left(x_{n}, y_{n}\right) \rightarrow B\left(x_{0}, y_{0}\right) \text { in } Z
\]"
13,13.32,Theorem,12,functional/13.32 Theorem_13_12.jpg," $\quad E^{i}(\omega) P_{i} x=P_{i} E^{i}(\omega) x \in \mathscr{R}\left(P_{i}\right) \quad(x \in H, i=1,2,3, \ldots)$"
12,12.2,Theorem,4,functional/12.2 Theorem_12_4.jpg, $0 \leq\|\lambda x+y\|^{2}=|\lambda|^{2}\|x\|^{2}+2 \operatorname{Re}(\alpha \lambda)+\|y\|^{2}$.
12,12.39,Theorem,3,functional/12.39 Theorem_12_3.jpg,"
\[
f(e)=1, \quad f\left(z z^{*}\right)=\|z\|^{2},
\]"
9,9.15,Theorem,4,functional/9.15 Theorem_9_4.jpg, $\phi(x)-(\phi * \mu)(x)=f(x) \quad(-\infty<x<\infty)$.
6,6.26,Theorem,6,functional/6.26 Theorem_6_6.jpg,"
\[
|\Lambda \phi| \leq \int_{K}\left|\left(T^{N+1} \phi\right)(x)\right| d x \quad\left(\phi \in \mathscr{D}_{K}\right)
\]"
6,6.4,Theorem,5,functional/6.4 Theorem_6_5.jpg," $\quad \sup \left\{\|\phi\|_{N}: \phi \in E\right\}<\infty \quad(N=0,1,2, \ldots)$."
6,6.21,Theorem,2,functional/6.21 Theorem_6_2.jpg,"
\[
\Lambda=\Lambda_{\omega} \text { in } \omega
\]"
7,7.11,Definition,7,functional/7.11 Definition_7_7.jpg,"
\[
|\Lambda f| \leq C^{1 / p}\left\{\int_{R^{n}}\left|\left(1+|x|^{2}\right)^{N} f(x)\right|^{q} d m_{n}(x)\right\}^{1 / q}
\]"
11,11.28,Theorem,7,functional/11.28 Theorem_11_7.jpg,"
\[
w w^{*}=z y y^{*} z^{*}=z x z=z^{2} x
\]"
13,13.12,Theorem,2,functional/13.12 Theorem_13_2.jpg,"
\[
\left(\{0, z\},\left\{-T^{*} y, y\right\}\right)=0
\]"
6,1.27,and,1,functional/1.27 and part (b) of Theorem_6_1.jpg,"
\[
|\alpha|=\alpha_{1}+\cdots+\alpha_{n},
\]"
13,13.1,Definition,7,functional/13.1 Definition_13_7.jpg,"
\[
T(R+S) \supset T R+T S,
\]"
7,7.22,Theorem,1,functional/7.22 Theorem_7_1.jpg,"$$
\[
f(z)=\int_{R^{n}} \phi(t) e^{-i z \cdot t} d m_{n}(t) \quad\left(z \in \mathbb{C}^{n}\right)
\]"
9,9.7,(see,14,functional/9.7 (see also Remark_9_14.jpg,"
\[
\lim _{x \rightarrow \infty}(f * \phi)(x)=a \int_{-\infty}^{\infty} f(y) d y
\]"
12,12.40,Theorem,8,functional/12.40 Theorem_12_8.jpg,"
\[
\left(a^{\prime}, a^{\prime}\right)=F\left(a^{*} a\right) \geq 0
\]"
8,8.5,Theorem,3,functional/8.5 Theorem_8_3.jpg,"
\[
\lim _{j \rightarrow \infty}\left\|\psi_{j}\right\|=0 \quad \text { if } \psi_{j} \rightarrow 0 \text { in } \mathscr{D}\left(R^{n}\right)
\]"
8,8.5,Theorem,2,functional/8.5 Theorem_8_2.jpg,"$$
\[
\|\psi\|=\int_{T^{n}} d \sigma_{n}(w) \int_{R^{n}}|\hat{\psi}(t+r w)| d m_{n}(t)
\]"
12,12.40,Theorem,9,functional/12.40 Theorem_12_9.jpg,"
\[
T(x) a^{\prime}=(x a)^{\prime} .
\]"
9,9.7,(see,15,functional/9.7 (see also Remark_9_15.jpg,"
\[
e^{-\varepsilon}\left(f_{1} * \phi\right)(x) \leq \phi(x) \leq e^{\varepsilon}\left(f_{2} * \phi\right)(x) .
\]"
13,13.30,Theorem,8,functional/13.30 Theorem_13_8.jpg,"
\[
E(f(\omega))=E^{\prime}(\omega)
\]"
13,13.1,Definition,6,functional/13.1 Definition_13_6.jpg,"
\[
(R+S)+T=R+(S+T), \quad(R S) T=R(S T)
\]"
12,12.6,Theorem,1,functional/12.6 Theorem_12_1.jpg,"$$
\[
\left\|x_{n}+\cdots+x_{m}\right\|^{2}=\left\|x_{n}\right\|^{2}+\cdots+\left\|x_{m}\right\|^{2}
\]"
13,13.12,Theorem,3,functional/13.12 Theorem_13_3.jpg,"
\[
H \times H=V \mathscr{G}\left(T^{*}\right) \oplus \mathscr{G}\left(T^{* *}\right)
\]"
11,11.19,Theorem,1,functional/11.19 Theorem_11_1.jpg,"
\[
(\Psi f)^{\wedge}=f \circ \hat{x}
\]"
11,11.28,Theorem,6,functional/11.28 Theorem_11_6.jpg,"
\[
z y=w=u+i v,
\]"
7,7.11,Definition,6,functional/7.11 Definition_7_6.jpg,"
\[
\Lambda f=\int_{R^{n}} f g d m_{n}
\]"
6,6.4,Theorem,4,functional/6.4 Theorem_6_4.jpg," $\phi-\phi_{i}+\delta_{i} W_{i} \subset\left(1-\delta_{i}\right) W_{i}+\delta_{i} W_{i}=W_{i}$,"
6,6.26,Theorem,7,functional/6.26 Theorem_6_7.jpg,"
\[
\Lambda_{1} T^{N+1} \phi=\Lambda \phi \quad\left(\phi \in \mathscr{D}_{K}\right)
\]"
9,9.15,Theorem,5,functional/9.15 Theorem_9_5.jpg," $\quad \phi(\infty)=\lim _{x \rightarrow \infty} \phi(x), \quad \phi(-\infty)=\lim _{x \rightarrow-\infty} \phi(x)$"
13,13.36,Theorem,16,functional/13.36 Theorem_13_16.jpg,"$$
\[
(\lambda I-A)^{-1} x=\int_{0}^{\infty} e^{-\lambda t} Q(t) x d t
\]"
12,12.39,Theorem,2,functional/12.39 Theorem_12_2.jpg,"
\[
\hat{x}_{0}(h)=\left\|\hat{x}_{0}\right\|_{\infty}=\left\|x_{0}\right\|=\|z\|^{2} .
\]"
13,13.38,Theorem,1,functional/13.38 Theorem_13_1.jpg,"
\[
\lim _{t \rightarrow 0}\|Q(t) x-x\|=0 \quad(x \in H)
\]"
6,6.30,Theorem,4,functional/6.30 Theorem_6_4.jpg,"
\[
\lim _{r \rightarrow 0}\left(u *\left(\eta_{r} \phi\right)\right)(x)=\left(u *\left(D_{e} \phi\right)\right)(x)
\]"
12,12.2,Theorem,5,functional/12.2 Theorem_12_5.jpg,"$$
\[
0 \leq\|\lambda x+y\|^{2}=\|y\|^{2}-\frac{|\alpha|^{2}}{\|x\|^{2}}
\]"
13,13.32,Theorem,13,functional/13.32 Theorem_13_13.jpg," $\quad \sum_{i=1}^{\infty}\left\|E^{i}(\omega) P_{i} x\right\|^{2} \leq \sum_{i=1}^{\infty}\left\|P_{i} x\right\|^{2}=\|x\|^{2}$,"
8,8.9,Theorem,12,functional/8.9 Theorem_8_12.jpg,"
\[
R(\phi u) \in H^{t-N+1}
\]"
1,1.24,Theorem,1,functional/1.24 Theorem_1_1.jpg," $V_{n+1}+V_{n+1}+V_{n+1}+V_{n+1} \subset V_{n} \quad(n+1,2,3, \ldots)$;"
12,12.40,Theorem,10,functional/12.40 Theorem_12_10.jpg,"$$
\[
T\left(x_{1}\right) T\left(x_{2}\right)=T\left(x_{1} x_{2}\right) \quad\left(x_{1} \in A, x_{2} \in A\right)
\]"
12,12.40,Theorem,12,functional/12.40 Theorem_12_12.jpg," $\left\|T(x) a^{\prime}\right\|^{2}=\left((x a)^{\prime},(x a)^{\prime}\right)=F\left(a^{*} x^{*} x a\right)$."
7,7.6,Lemma,5,functional/7.6 Lemma_7_5.jpg,"$$
\[
\hat{\phi}_{n}(t)=\hat{\phi}_{1}\left(t_{1}\right) \cdots \hat{\phi}_{1}\left(t_{n}\right) \quad\left(t \in R^{n}\right)
\]"
10,10.1,Definition,8,functional/10.1 Definition_10_8.jpg,"
\[
\|(x, \alpha)\|=\|x\|+|\alpha|, \quad e=(0,1)
\]"
1,1.42,Theorem,11,functional/1.42 Theorem_1_11.jpg,"
\[
\left|D^{r} f_{n}-D^{r} f_{n-1}\right| \leq m_{r+1} \delta_{n} \quad(n \geq r+2)
\]"
8,8.9,Theorem,10,functional/8.9 Theorem_8_10.jpg,"
\[
(R-Q+S)(\phi u)=L(\phi u) .
\]"
13,13.19,Theorem,2,functional/13.19 Theorem_13_2.jpg,"$$
\[
(I-U) z=2 i x, \quad(I+U) z=2 T x
\]"
1,1.24,Theorem,3,functional/1.24 Theorem_1_3.jpg,"
\[
A(r)=c_{1}(r) V_{1}+c_{2}(r) V_{2}+c_{3}(r) V_{3}+\cdots
\]"
13,13.38,Theorem,3,functional/13.38 Theorem_13_3.jpg,"
\[
Q(t)=e^{i t S} \quad(0 \leq t<\infty)
\]"
13,13.32,Theorem,11,functional/13.32 Theorem_13_11.jpg,"
\[
\left\|N P_{i} x\right\|=\left\|N^{*} P_{i} x\right\|=\left\|\left(N P_{i}\right)^{*} x\right\| \quad(x \in H) .
\]"
6,6.30,Theorem,6,functional/6.30 Theorem_6_6.jpg,"
\[
(\phi * \psi)^{\vee}(t)=\int_{R^{n}} \bar{\psi}(s)\left(\tau_{s} \zeta\right)(t) d s
\]"
13,13.36,Theorem,14,functional/13.36 Theorem_13_14.jpg,"
\[
(\lambda I-\tilde{A})^{-1} x=\int_{0}^{\infty} e^{-\lambda t} Q(t) x d t \quad(\lambda>\gamma)
\]"
3,3.20,and,9,functional/3.20 and (b) of Theorem_3_9.jpg, $\quad V=\left\{\mu \in C(Q)^{*}:\left|\int_{Q} \Lambda_{i} d \mu\right|<r_{i}\right.$ for $\left.1 \leq i \leq n\right\}$
9,9.15,Theorem,7,functional/9.15 Theorem_9_7.jpg," $\quad K(x)=\sigma((-\infty, x))=\left\{\begin{array}{ll}-\mu((-\infty, x)) & \text { if } x \leq 0 \\ \mu([x, \infty)) & \text { if } x>0\end{array}\right.$"
1,1.35,Theorem,4,functional/1.35 Theorem_1_4.jpg," $\quad V\left(p_{i}, \delta_{i}\right)=\left\{x: p_{i}(x)<\delta_{i}<1\right\} \quad(1 \leq i \leq k)$."
6,6.21,Theorem,1,functional/6.21 Theorem_6_1.jpg, implies $\Lambda_{\omega_{i}}\left(\psi_{i} \phi\right)=\Lambda_{\omega}\left(\psi_{i} \phi\right)$. Hence
11,11.14,Definition,4,functional/11.14 Definition_11_4.jpg,"
\[
x^{* *}=x .
\]"
6,6.4,Theorem,6,functional/6.4 Theorem_6_6.jpg,"
\[
W=\left\{\phi \in \mathscr{D}(\Omega):\|\phi\|_{0}<\left\|\phi_{1}-\phi_{2}\right\|_{0}\right\},
\]"
11,11.28,Theorem,4,functional/11.28 Theorem_11_4.jpg,"
\[
\sigma(\gamma e-w) \subset[-\gamma, \gamma]
\]"
7,7.11,Definition,4,functional/7.11 Definition_7_4.jpg,"
\[
\varepsilon_{i}=\sup _{x \in R^{n}}\left(1+|x|^{2}\right)^{k}\left|f_{i}(x)\right| \rightarrow 0
\]"
6,1.27,and,2,functional/1.27 and part (b) of Theorem_6_2.jpg,"$$
\[
D^{\alpha}=D_{1}^{\alpha} \cdots D_{n}^{\alpha_{n}}, \quad \text { where } D_{j}=\frac{\partial}{\partial x_{j}}
\]"
12,12.6,Theorem,3,functional/12.6 Theorem_12_3.jpg, $\quad\left\|\Lambda_{n}\right\|=\left\|x_{1}+\cdots+x_{n}\right\|=\left\{\left\|x_{1}\right\|^{2}+\cdots+\left\|x_{n}\right\|^{2}\right\}^{1 / 2}$.
13,13.12,Theorem,1,functional/13.12 Theorem_13_1.jpg,"
\[
H \times H=\mathscr{G}(T) \oplus V \mathscr{G}\left(T^{*}\right)
\]"
13,13.1,Definition,4,functional/13.1 Definition_13_4.jpg,"
\[
\mathscr{D}(S+T)=\mathscr{D}(S) \cap \mathscr{D}(T),
\]"
10,10.35,Theorem,11,functional/10.35 Theorem_10_11.jpg,"$$
\[
T(S x)=S(T x)=S(\lambda x)=\lambda S x,
\]"
8,8.5,Theorem,1,functional/8.5 Theorem_8_1.jpg,"$$
\[
|E(\psi)| \leq A r^{-N} \int_{T^{n}} d \sigma_{n}(w) \int_{R^{n}}|\hat{\psi}(t+r w)| d m_{n}(t)
\]"
7,7.22,Theorem,3,functional/7.22 Theorem_7_3.jpg,"
\[
\left|z^{\alpha}\right||f(z)| \leq\left\|D_{\alpha} \phi\right\|_{1} e^{r|\operatorname{Im} z|},
\]"
13,13.1,Definition,5,functional/13.1 Definition_13_5.jpg,"$$
\[
\mathscr{D}(S T)=\{x \in \mathscr{D}(T): T x \in \mathscr{D}(S)\} .
\]"
10,10.35,Theorem,10,functional/10.35 Theorem_10_10.jpg,"
\[
M_{\lambda}=\{x \in X: T x=\lambda x\}
\]"
11,11.19,Theorem,2,functional/11.19 Theorem_11_2.jpg,"
\[
\Psi \bar{f}=(\Psi f)^{*}
\]"
13,13.12,Theorem,0,functional/13.12 Theorem_13_0.jpg,"(b) If $T^{\prime}$ is the restriction of $T$ to $\mathscr{D}\left(T^{*} T\right)$, then $\mathscr{G}\left(T^{\prime}\right)$ is dense in $\mathscr{G}(T)$."
12,12.6,Theorem,2,functional/12.6 Theorem_12_2.jpg,"$$
\[
\Lambda_{n} y=\sum_{i=1}^{n}\left(y, x_{i}\right) \quad(y \in H, n=1,2,3, \ldots)
\]"
6,1.27,and,3,functional/1.27 and part (b) of Theorem_6_3.jpg," $\beta \leq \alpha$ means $\beta_{i} \leq \alpha_{i}$ for $1 \leq i \leq n$,"
7,7.11,Definition,5,functional/7.11 Definition_7_5.jpg, $\quad \int_{R^{n}}\left|\left(1+|x|^{2}\right)^{-N} g(x)\right|^{p} d m_{n}(x)=C<\infty$.
8,8.1,Definition,4,functional/8.1 Definition_8_4.jpg,"
\[
P(D)(E * v)=(P(D) E) * v=\delta * v=v
\]"
6,6.4,Theorem,7,functional/6.4 Theorem_6_7.jpg,"
\[
\left(\psi_{1}+\frac{1}{2} W\right)+\left(\psi_{2}+\frac{1}{2} W\right)=\left(\psi_{1}+\psi_{2}\right)+W
\]"
6,6.26,Theorem,4,functional/6.26 Theorem_6_4.jpg, $\quad\|\psi\|_{N} \leq \max _{x \in Q}\left|\left(T^{N} \psi\right)(x)\right| \leq \int_{Q}\left|\left(T^{N+1} \psi\right)(x)\right| d x$
3,3.13,Theorem,4,functional/3.13 Theorem_3_4.jpg, $W_{2}=\left\{f \in P:\left|f\left(x_{i}\right)-\Lambda_{0} x_{i}\right|<\delta\right.$ for $\left.1 \leq i \leq n\right\}$.
9,9.15,Theorem,6,functional/9.15 Theorem_9_6.jpg,"
\[
\phi(\infty)-\phi(-\infty)=\frac{1}{M} \int_{-\infty}^{\infty} f(y) d y
\]"
13,13.36,Theorem,15,functional/13.36 Theorem_13_15.jpg,"$$
\[
(\lambda I-A S(\varepsilon))^{-1} x=\int_{0}^{\infty} e^{-\lambda t} T(t, \varepsilon) x d t
\]"
3,3.20,and,8,functional/3.20 and (b) of Theorem_3_8.jpg,"
\[
W=\left\{y \in X:\left|\Lambda_{i} y\right|<r_{i} \quad \text { for } 1 \leq i \leq n\right\},
\]"
12,12.39,Theorem,1,functional/12.39 Theorem_12_1.jpg, $\quad F(e)=1 \quad$ and $\quad F\left(z z^{*}\right)=\|z\|^{2}$.
13,13.32,Theorem,10,functional/13.32 Theorem_13_10.jpg,"
\[
\left(N P_{i}\right)^{*}=N^{*} P_{i},
\]"
6,6.30,Theorem,7,functional/6.30 Theorem_6_7.jpg,"
\[
(\phi * \psi)^{\vee}=\int_{K_{2}} \Psi(s) \tau_{s} \grave{\phi} d s
\]"
13,13.38,Theorem,2,functional/13.38 Theorem_13_2.jpg,"$$
\[
Q(t)=e^{t A} \quad(0 \leq t<\infty) .
\]"
1,1.24,Theorem,2,functional/1.24 Theorem_1_2.jpg,"
\[
r=\sum_{n=1}^{\infty} c_{n}(r) 2^{-n}
\]"
13,13.19,Theorem,3,functional/13.19 Theorem_13_3.jpg,"
\[
d E_{x, v}=\bar{f} d E_{x, z} \quad(x \in H, z \in H) .
\]"
8,8.9,Theorem,11,functional/8.9 Theorem_8_11.jpg,"
\[
(Q-S)(\phi u) \in H^{t-N+1}
\]"
1,1.42,Theorem,10,functional/1.42 Theorem_1_10.jpg,"$$
\[
\left|D^{r} f_{n}\right| \leq m_{r} \quad(n \geq r)
\]"
10,10.1,Definition,9,functional/10.1 Definition_10_9.jpg,"
\[
x_{n} y_{n}-x y=\left(x_{n}-x\right) y_{n}+x\left(y_{n}-y\right) .
\]"
7,7.6,Lemma,4,functional/7.6 Lemma_7_4.jpg,"$$
\[
\phi_{n}(x)=\phi_{1}\left(x_{1}\right) \cdots \phi_{1}\left(x_{n}\right) \quad\left(x \in R^{n}\right)
\]"
12,12.40,Theorem,13,functional/12.40 Theorem_12_13.jpg,"
\[
G\left(x^{*} x\right) \leq G(e)\|x\|^{2},
\]"
2,2.9,Theorem,8,functional/2.9 Theorem_2_8.jpg,"
\[
f(x+N)=\Lambda x \quad(x \in X) .
\]"
6,6.30,Theorem,3,functional/6.30 Theorem_6_3.jpg,"
\[
\eta_{r}(u * \phi)=u *\left(\eta_{r} \phi\right) .
\]"
13,13.32,Theorem,14,functional/13.32 Theorem_13_14.jpg,"
\[
E(\omega)=\sum_{i=1}^{\infty} E^{i}(\omega) P_{i}
\]"
12,12.2,Theorem,2,functional/12.2 Theorem_12_2.jpg,"$$
\[
\|x+y\| \leq\|x\|+\|y\| .
\]"
13,13.19,Theorem,7,functional/13.19 Theorem_13_7.jpg,"
\[
\mathscr{R}(U)=\mathscr{R}(T-i I)=H .
\]"
1,1.24,Theorem,6,functional/1.24 Theorem_1_6.jpg,"
\[
A(r)+A(s) \subset A(r+s) \quad(r \in D, s \in D) .
\]"
13,13.32,Theorem,28,functional/13.32 Theorem_13_28.jpg, $(Q S Q)(N Q)=Q S N Q \subset Q N S Q \subset(N Q)(Q S Q)$.
12,12.36,Theorem,2,functional/12.36 Theorem_12_2.jpg,"
\[
M=U N U^{-1} .
\]"
7,7.245,Theorem,9,functional/7.245 Theorem_7_9.jpg,"$$
\[
F_{\omega}(x)=\int_{R^{n}} \hat{F}(y) e^{i x \cdot y} d m_{n}(y) \quad\left(x \in R^{n}\right)
\]"
9,9.15,Theorem,2,functional/9.15 Theorem_9_2.jpg,"
\[
\int_{-\infty}^{\infty}|x| d \mu(x)<\infty
\]"
13,13.36,Theorem,11,functional/13.36 Theorem_13_11.jpg,"
\[
T(t, \varepsilon)=e^{-t / \varepsilon} \sum_{m=0}^{\infty} \frac{t^{m}}{m ! \varepsilon^{m}} S(\varepsilon)^{m}
\]"
10,10.9,Theorem,9,functional/10.9 Theorem_10_9.jpg,"$$
\[
(x y-y x)^{2}+(x y+y x)^{2}=2[x(y x y)+(y x y) x] .
\]"
6,6.21,Theorem,4,functional/6.21 Theorem_6_4.jpg,"
\[
\Lambda \phi_{j}=\sum_{i=1}^{m} \Lambda_{\omega_{i}}\left(\psi_{i} \phi_{j}\right) \quad(j=1,2,3, \ldots)
\]"
11,11.14,Definition,1,functional/11.14 Definition_11_1.jpg,"
\[
(x+y)^{*}=x^{*}+y^{*} \text {. }
\]"
6,6.4,Theorem,3,functional/6.4 Theorem_6_3.jpg,"
\[
\phi-\phi_{i} \in\left(1-\delta_{i}\right) W_{i}
\]"
1,1.35,Theorem,1,functional/1.35 Theorem_1_1.jpg,"
\[
U \supset V\left(p_{1}, n_{1}\right) \cap \cdots \cap V\left(p_{m}, n_{m}\right)
\]"
6,1.27,and,7,functional/1.27 and part (b) of Theorem_6_7.jpg,"
\[
x^{\alpha}=x_{1}^{\alpha_{1}} \cdots x_{n}^{\alpha_{n}} .
\]"
10,10.35,Theorem,9,functional/10.35 Theorem_10_9.jpg,"
\[
\rho(T)=\lim _{N \rightarrow \infty}\left\|T^{N}\right\|^{1 / N} \geq \frac{1}{\mu}>0
\]"
13,13.12,Theorem,4,functional/13.12 Theorem_13_4.jpg,"
\[
\mathscr{G}\left(T^{* *}\right)=\left[V \mathscr{G}\left(T^{*}\right)\right]^{\perp}=\mathscr{G}(T)
\]"
11,11.28,Theorem,1,functional/11.28 Theorem_11_1.jpg,"
\[
\sigma(z)=\hat{z}(\Delta) \quad(z \in B) .
\]"
7,7.11,Definition,1,functional/7.11 Definition_7_1.jpg,"
\[
u_{L}=L \circ i
\]"
11,11.17,Definition,3,functional/11.17 Definition_11_3.jpg,"
\[
\left\|x x^{*}\right\|=\|x\|\left\|x^{*}\right\| .
\]"
7,7.22,Theorem,7,functional/7.22 Theorem_7_7.jpg," $\quad|\phi(t)| \leq \gamma_{N} e^{(r-|t|) \lambda} \int_{R^{n}}(1+|x|)^{-N} d m_{n}(x)$,"
13,13.1,Definition,1,functional/13.1 Definition_13_1.jpg,"
\[
T \subset S .
\]"
8,8.5,Theorem,5,functional/8.5 Theorem_8_5.jpg,"
\[
\left\|D^{\alpha}\left(e_{-r w} \psi_{j}\right)\right\|_{\infty} \leq C(K, \alpha) \max _{\beta \leq \alpha}\left\|D^{\beta} \psi_{j}\right\|_{\infty} .
\]"
8,8.5,Theorem,4,functional/8.5 Theorem_8_4.jpg,"
\[
\|\psi\|=\int_{T^{n}} d \sigma_{n}(w) \int_{R^{n}}\left|\left(e_{-r w} \psi\right)^{\wedge}\right| d m_{n}
\]"
7,7.22,Theorem,6,functional/7.22 Theorem_7_6.jpg,"
\[
\phi(t)=\int_{R^{n}} f(x+i y) e^{i t \cdot(x+i y)} d m_{n}(x)
\]"
11,11.17,Definition,2,functional/11.17 Definition_11_2.jpg,"
\[
\left\|x^{*}\right\|=\|x\|
\]"
8,8.1,Definition,1,functional/8.1 Definition_8_1.jpg,"
\[
P(D) u=v
\]"
13,13.12,Theorem,5,functional/13.12 Theorem_13_5.jpg,"
\[
h=B h+T^{*} C h=B h+T^{*} T B h=Q B h
\]"
