Theorem,Statement,Proof,References
8.15,"If $f$ is continuous (with period $2 \pi$ ) and if $\varepsilon>0$, then there is a trigonometric polynomial $P$ such that

for all real $x$.

$$
|P(x)-f(x)|<\varepsilon
$$","If we identify $x$ and $x+2 \pi$, we may regard the $2 \pi$-periodic functions on $R^{1}$ as functions on the unit circle $T$, by means of the mapping $x \rightarrow e^{i x}$. The trigonometric polynomials, i.e., the functions of the form (60), form a self-adjoint algebra $\mathscr{A}$, which separates points on $T$, and which vanishes at no point of $T$. Since $T$ is compact, Theorem 7.33 tells us that $\mathscr{A}$ is dense in $\mathscr{C}(T)$. This is exactly what the theorem asserts.","Suppose $\mathscr{A}$ is a self-adjoint algebra of complex continuous functions on a compact set $K, \mathscr{A}$ separates points on $K$, and $\mathscr{A}$ vanishes at no point of $K$. Then the uniform closure $\mathscr{B}$ of $\mathscr{A}$ consists of all complex continuous functions on $K$. In other words, $\mathscr{A}$ is dense $\mathscr{C}(K)$.;  ;  ; "
8.16,"Suppose $f$ and $g$ are Riemann-integrable functions with period $2 \pi$, and

$$
f(x) \sim \sum_{-\infty}^{\infty} c_{n} e^{i n x}, \quad g(x) \sim \sum_{-\infty}^{\infty} \gamma_{n} e^{i n x}
$$

Then

$$
\begin{aligned}
\lim _{N \rightarrow \infty} \frac{1}{2 \pi} \int_{-\pi}^{\pi}\left|f(x)-s_{N}(f ; x)\right|^{2} d x & =0, \\
\frac{1}{2 \pi} \int_{-\pi}^{\pi} f(x) \overline{g(x)} d x & =\sum_{-\infty}^{\infty} c_{n} \bar{\gamma}_{n}, \\
\frac{1}{2 \pi} \int_{-\pi}^{\pi}|f(x)|^{2} d x & =\sum_{-\infty}^{\infty}\left|c_{n}\right|^{2} .
\end{aligned}
$$","Let us use the notation  $$ \|h\|_{2}=\left\{\frac{1}{2 \pi} \int_{-\pi}^{\pi}|h(x)|^{2} d x\right\}^{1 / 2} . $$  Let $\varepsilon>0$ be given. Since $f \in \mathscr{R}$ and $f(\pi)=f(-\pi)$, the construction described in Exercise 12 of Chap. 6 yields a continuous $2 \pi$-periodic function $h$ with  $$ \|f-h\|_{2}<\varepsilon \text {. } $$ By Theorem 8.15 , there is a trigonometric polynomial $P$ such that $|h(x)-P(x)|<\varepsilon$ for all $x$. Hence $\|h-P\|_{2}<\varepsilon$. If $P$ has degree $N_{0}$, Theorem 8.11 shows that  $$ \left\|h-s_{N}(h)\right\|_{2} \leq\|h-P\|_{2}<\varepsilon $$ for all $N \geq N_{0}$. By (72), with $h-f$ in place of $f$,  $$ \left\|s_{N}(h)-s_{N}(f)\right\|_{2}=\left\|s_{N}(h-f)\right\|_{2} \leq\|h-f\|_{2}<\varepsilon . $$ Now the triangle inequality (Exercise 11, Chap. 6), combined with (87), (88), and (89), shows that  $$ \left\|f-s_{N}(f)\right\|_{2}<3 \varepsilon \quad\left(N \geq N_{0}\right) . $$ This proves (83). Next,  $$ \frac{1}{2 \pi} \int_{-\pi}^{\pi} s_{N}(f) \bar{g} d x=\sum_{-N}^{N} c_{n} \frac{1}{2 \pi} \int_{-\pi}^{\pi} e^{i n x} \overline{g(x)} d x=\sum_{-N}^{N} c_{n} \bar{\gamma}_{n}, $$ and the Schwarz inequality shows that  $$ \left|\int f \bar{g}-\int s_{N}(f) \bar{g}\right| \leq \int\left|f-s_{N}(f) \| g\right| \leq\left\{\int\left|f-s_{N}\right|^{2} \int|g|^{2}\right\}^{1 / 2}, $$ which tends to 0 , as $N \rightarrow \infty$, by (83). Comparison of (91) and (92) gives (84). Finally, (85) is the special case $g=f$ of (84).","If $f$ is continuous (with period $2 \pi$ ) and if $\varepsilon>0$, then there is a trigonometric polynomial $P$ such that

for all real $x$.

$$
|P(x)-f(x)|<\varepsilon
$$; Let $\left\{\phi_{n}\right\}$ be orthonormal on $[a, b]$. Let

$$
s_{n}(x)=\sum_{m=1}^{n} c_{m} \phi_{m}(x)
$$

be the nth partial sum of the Fourier series of $f$, and suppose

$$
t_{n}(x)=\sum_{m=1}^{n} \gamma_{m} \phi_{m}(x)
$$

Then

$$
\int_{a}^{b}\left|f-s_{n}\right|^{2} d x \leq \int_{a}^{b}\left|f-t_{n}\right|^{2} d x
$$

and equality holds if and only if

$$
\gamma_{m}=c_{m} \quad(m=1, \ldots, n)
$$

That is to say, among all functions $t_{n}, s_{n}$ gives the best possible mean square approximation to $f$.;  ;  ; "
8.18 (a),"For $0<x<\infty$: The functional equation

$$
\Gamma(x+1)=x \Gamma(x)
$$

holds.",An integration by parts proves $(a)$.,
8.18 (b),"For $0<x<\infty$ and the functional equation

$$
\Gamma(x+1)=x \Gamma(x)
$$

holds: $\Gamma(n+1)=n !$ for $n=1,2,3, \ldots$","Since $\Gamma(1)=1,(a)$ implies (b), by induction.",
8.18 (c),"For $0<x<\infty$ and the functional equation

$$
\Gamma(x+1)=x \Gamma(x)
$$

holds: $\log \Gamma$ is convex on $(0, \infty)$.","If $1<p<\infty$ and $(1 / p)+(1 / q)=1$, apply H\u00f6lder's inequality (Exercise 10, Chap. 6) to (93), and obtain  $$ \Gamma\left(\frac{x}{p}+\frac{y}{q}\right) \leq \Gamma(x)^{1 / p} \Gamma(y)^{1 / q} $$  This is equivalent to $(c)$.",
8.19,"If $f$ is a positive function on $(0, \infty)$ such that

(a) $f(x+1)=x f(x)$,

(b) $f(1)=1$,

(c) $\log f$ is convex,

then $f(x)=\Gamma(x)$.","Since $\Gamma$ satisfies $(a),(b)$, and $(c)$, it is enough to prove that $f(x)$ is uniquely determined by $(a),(b),(c)$, for all $x>0$. By $(a)$, it is enough to do this for $x \in(0,1)$.  Put $\varphi=\log f$. Then  $$ \varphi(x+1)=\varphi(x)+\log x \quad(0<x<\infty) $$  $\varphi(1)=0$, and $\varphi$ is convex. Suppose $0<x<1$, and $n$ is a positive integer. By (94), $\varphi(n+1)=\log (n !)$. Consider the difference quotients of $\varphi$ on the intervals $[n, n+1],[n+1, n+1+x],[n+1, n+2]$. Since $\varphi$ is convex  $$ \log n \leq \frac{\varphi(n+1+x)-\varphi(n+1)}{x} \leq \log (n+1) $$  Repeated application of (94) gives  $$ \varphi(n+1+x)=\varphi(x)+\log [x(x+1) \cdots(x+n)] $$  Thus  $$ 0 \leq \varphi(x)-\log \left[\frac{n ! n^{x}}{x(x+1) \cdots(x+n)}\right] \leq x \log \left(1+\frac{1}{n}\right) $$  The last expression tends to 0 as $n \rightarrow \infty$. Hence $\varphi(x)$ is determined, and the proof is complete.  As a by-product we obtain the relation  $$ \Gamma(x)=\lim _{n \rightarrow \infty} \frac{n ! n^{x}}{x(x+1) \cdots(x+n)} $$  at least when $0<x<1$; from this one can deduce that (95) holds for all $x>0$, since $\Gamma(x+1)=x \Gamma(x)$.",
8.2,"Suppose $\Sigma c_{n}$ converges. Put

$$
f(x)=\sum_{n=0}^{\infty} c_{n} x^{n} \quad(-1<x<1) .
$$

Then

$$
\lim _{x \rightarrow 1} f(x)=\sum_{n=0}^{\infty} c_{n}
$$","Let $s_{n}=c_{0}+\cdots+c_{n}, s_{-1}=0$. Then  $$ \sum_{n=0}^{m} c_{n} x^{n}=\sum_{n=0}^{m}\left(s_{n}-s_{n-1}\right) x^{n}=(1-x) \sum_{n=0}^{m-1} s_{n} x^{n}+s_{m} x^{m} $$  For $|x|<1$, we let $m \rightarrow \infty$ and obtain  $$ f(x)=(1-x) \sum_{n=0}^{\infty} s_{n} x^{n} $$ Suppose $s=\lim _{n \rightarrow \infty} s_{n}$. Let $\varepsilon>0$ be given. Choose $N$ so that $n>N$ implies  $$ \left|s-s_{n}\right|<\frac{\varepsilon}{2} $$ Then, since  $$ (1-x) \sum_{n=0}^{\infty} x^{n}=1 \quad(|x|<1) $$ we obtain from (9)  $$ |f(x)-s|=\left|(1-x) \sum_{n=0}^{\infty}\left(s_{n}-s\right) x^{n}\right| \leq(1-x) \sum_{n=0}^{N}\left|s_{n}-s\right||x|^{n}+\frac{\varepsilon}{2} \leq \varepsilon $$ if $x>1-\delta$, for some suitably chosen $\delta>0$. This implies (8).",
8.20,"If $x>0$ and $y>0$, then

$$
\int_{0}^{1} t^{x-1}(1-t)^{y-1} d t=\frac{\Gamma(x) \Gamma(y)}{\Gamma(x+y)}
$$

This integral is the so-called beta function $B(x, y)$.","Note that $B(1, y)=1 / y$, that $\log B(x, y)$ is a convex function of $x$, for each fixed $y$, by H\""older's inequality, as in Theorem 8.18, and that  $$ B(x+1, y)=\frac{x}{x+y} B(x, y) $$  To prove (97), perform an integration by parts on  $$ B(x+1, y)=\int_{0}^{1}\left(\frac{t}{1-t}\right)^{x}(1-t)^{x+y-1} d t $$  These three properties of $B(x, y)$ show, for each $y$, that Theorem 8.19 applies to the function $f$ defined by  Hence $f(x)=\Gamma(x)$.  $$ f(x)=\frac{\Gamma(x+y)}{\Gamma(y)} B(x, y) $$","For $0<x<\infty$: The functional equation

$$
\Gamma(x+1)=x \Gamma(x)
$$

holds.;For $0<x<\infty$ and the functional equation

$$
\Gamma(x+1)=x \Gamma(x)
$$

holds: $\Gamma(n+1)=n !$ for $n=1,2,3, \ldots$;For $0<x<\infty$ and the functional equation

$$
\Gamma(x+1)=x \Gamma(x)
$$

holds: $\log \Gamma$ is convex on $(0, \infty)$.; If $f$ is a positive function on $(0, \infty)$ such that

(a) $f(x+1)=x f(x)$,

(b) $f(1)=1$,

(c) $\log f$ is convex,

then $f(x)=\Gamma(x)$.;  ;  ; "
8.3,"Given a double sequence $\left\{a_{i j}\right\}, i=1,2,3, \ldots, j=1,2,3, \ldots$, suppose that

$$
\sum_{j=1}^{\infty}\left|a_{i j}\right|=b_{i} \quad(i=1,2,3, \ldots)
$$

and $\Sigma b_{i}$ converges. Then

$$
\sum_{i=1}^{\infty} \sum_{j=1}^{\infty} a_{i j}=\sum_{j=1}^{\infty} \sum_{i=1}^{\infty} a_{i j}
$$","We could establish (13) by a direct procedure similar to (although more involved than) the one used in Theorem 3.55. However, the following method seems more interesting.  Let $E$ be a countable set, consisting of the points $x_{0}, x_{1}, x_{2}, \ldots$, and suppose $x_{n} \rightarrow x_{0}$ as $n \rightarrow \infty$. Define  $$ \begin{aligned} f_{i}\left(x_{0}\right)=\sum_{j=1}^{\infty} a_{i j} & (i=1,2,3, \ldots), \\ f_{i}\left(x_{n}\right)=\sum_{j=1}^{n} a_{i j} & (i, n=1,2,3, \ldots), \\ g(x)=\sum_{i=1}^{\infty} f_{i}(x) & (x \in E) . \end{aligned} $$  Now, (14) and (15), together with (12), show that each $f_{i}$ is continuous at $x_{0}$. Since $\left|f_{i}(x)\right| \leq b_{i}$ for $x \in E$, (16) converges uniformly, so that $g$ is continuous at $x_{0}$ (Theorem 7.11). It follows that  $$ \begin{aligned} \sum_{i=1}^{\infty} \sum_{j=1}^{\infty} a_{i j} & =\sum_{i=1}^{\infty} f_{i}\left(x_{0}\right)=g\left(x_{0}\right)=\lim _{n \rightarrow \infty} g\left(x_{n}\right) \\ & =\lim _{n \rightarrow \infty} \sum_{i=1}^{\infty} f_{i}\left(x_{n}\right)=\lim _{n \rightarrow \infty} \sum_{i=1}^{\infty} \sum_{j=1}^{n} a_{i j} \\ & =\lim _{n \rightarrow \infty} \sum_{j=1}^{n} \sum_{i=1}^{\infty} a_{i j}=\sum_{j=1}^{\infty} \sum_{i=1}^{\infty} a_{i j} . \end{aligned} $$","If $\Sigma a_{n}$ is a series of complex numbers which converges absolutely, then every rearrangement of $\Sigma a_{n}$ converges, and they all converge to the same sum.; Suppose $f_{n} \rightarrow f$ uniformly on a set $E$ in a metric space. Let $x$ be a limit point of $E$, and suppose that

$$
\lim _{t \rightarrow x} f_{n}(t)=A_{n} \quad(n=1,2,3, \ldots)
$$

Then $\left\{A_{n}\right\}$ converges, and

$$
\lim _{t \rightarrow x} f(t)=\lim _{n \rightarrow \infty} A_{n} .
$$

In other words, the conclusion is that

$$
\lim _{t \rightarrow x} \lim _{n \rightarrow \infty} f_{n}(t)=\lim _{n \rightarrow \infty} \lim _{t \rightarrow x} f_{n}(t)
$$;  ;  ; "
8.4,"Suppose

$$
f(x)=\sum_{n=0}^{\infty} c_{n} x^{n}
$$

the series converging in $|x|<R$. If $-R<a<R$, then $f$ can be expanded in a power series about the point $x=a$ which converges in $|x-a|<R-|a|$, and

$$
f(x)=\sum_{n=0}^{\infty} \frac{f^{(n)}(a)}{n !}(x-a)^{n} \quad(|x-a|<R-|a|) .
$$

This is an extension of Theorem 5.15 and is also known as Taylor's theorem.","We have  $$ \begin{aligned} f(x) & =\sum_{n=0}^{\infty} c_{n}[(x-a)+a]^{n} \\ & =\sum_{n=0}^{\infty} c_{n} \sum_{m=0}^{n}\left(\begin{array}{l} n \\ m \end{array}\right) a^{n-m}(x-a)^{m} \\ & =\sum_{m=0}^{\infty}\left[\sum_{n=m}^{\infty}\left(\begin{array}{l} n \\ m \end{array}\right) c_{n} a^{n-m}\right](x-a)^{m} . \end{aligned} $$  This is the desired expansion about the point $x=a$. To prove its validity, we have to justify the change which was made in the order of summation. Theorem 8.3 shows that this is permissible if  $$ \sum_{n=0}^{\infty} \sum_{m=0}^{n}\left|c_{n}\left(\begin{array}{l} n \\ m \end{array}\right) a^{n-m}(x-a)^{m}\right| $$  converges. But (18) is the same as  $$ \sum_{n=0}^{\infty}\left|c_{n}\right| \cdot(|x-a|+|a|)^{n} $$  and (19) converges if $|x-a|+|a|<R$.  Finally, the form of the coefficients in (17) follows from (7).  It should be noted that (17) may actually converge in a larger interval than the one given by $|x-a|<R-|a|$.","Given a double sequence $\left\{a_{i j}\right\}, i=1,2,3, \ldots, j=1,2,3, \ldots$, suppose that

$$
\sum_{j=1}^{\infty}\left|a_{i j}\right|=b_{i} \quad(i=1,2,3, \ldots)
$$

and $\Sigma b_{i}$ converges. Then

$$
\sum_{i=1}^{\infty} \sum_{j=1}^{\infty} a_{i j}=\sum_{j=1}^{\infty} \sum_{i=1}^{\infty} a_{i j}
$$;  ;  ; "
8.5,"Suppose the series $\Sigma a_{n} x^{n}$ and $\Sigma b_{n} x^{n}$ converge in the segment $S=(-R, R)$. Let $E$ be the set of all $x \in S$ at which

$$
\sum_{n=0}^{\infty} a_{n} x^{n}=\sum_{n=0}^{\infty} b_{n} x^{n}
$$

If $E$ has a limit point in $S$, then $a_{n}=b_{n}$ for $n=0,1,2, \ldots$ Hence (20) holds for all $x \in S$.","Put $c_{n}=a_{n}-b_{n}$ and  $$ f(x)=\sum_{n=0}^{\infty} c_{n} x^{n} \quad(x \in S) $$  Then $f(x)=0$ on $E$.  Let $A$ be the set of all limit points of $E$ in $S$, and let $B$ consist of all other points of $S$. It is clear from the definition of ""limit point"" that $B$ is open. Suppose we can prove that $A$ is open. Then $A$ and $B$ are disjoint open sets. Hence they are separated (Definition 2.45). Since $S=A \cup B$, and $S$ is connected, one of $A$ and $B$ must be empty. By hypothesis, $A$ is not empty. Hence $B$ is empty, and $A=S$. Since $f$ is continuous in $S$, $A \subset E$. Thus $E=S$, and (7) shows that $c_{n}=0$ for $n=0,1,2, \ldots$, which is the desired conclusion.",
8.6 (a),Let $e^{x}$ be defined on $R^{1}$ by (35) and (25): $e^{x}$ is continuous and differentiable for all $x$,We have already proved $(a)$ to $(e)$,
8.6 (b),Let $e^{x}$ be defined on $R^{1}$ by (35) and (25): $\left(e^{x}\right)^{\prime}=e^{x}$,We have already proved $(a)$ to $(e)$,
8.6 (c),"Let $e^{x}$ be defined on $R^{1}$ by (35) and (25): $e^{x}$ is a strictly increasing function of $x$, and $e^{x}>0$",We have already proved $(a)$ to $(e)$,
8.6 (d),Let $e^{x}$ be defined on $R^{1}$ by (35) and (25): $e^{x+y}=e^{x} e^{y}$,We have already proved $(a)$ to $(e)$,
8.6 (e),"Let $e^{x}$ be defined on $R^{1}$ by (35) and (25): $e^{x} \rightarrow+\infty$ as $x \rightarrow+\infty, e^{x} \rightarrow 0$ as $x \rightarrow-\infty$",We have already proved $(a)$ to $(e)$,
8.6 (f),"Let $e^{x}$ be defined on $R^{1}$ by (35) and (25): $\lim _{x \rightarrow+\infty} x^{n} e^{-x}=0$, for every $n$","$(25)$ shows that  $$ e^{x}>\frac{x^{n+1}}{(n+1) !} $$  for $x>0$, so that  $$ x^{n} e^{-x}<\frac{(n+1) !}{x} $$  and $(f)$ follows. Part $(f)$ shows that $e^{x}$ tends to $+\infty$ ""faster"" than any power of $x$, as $x \rightarrow+\infty$.",
8.8,"Suppose $a_{0}, \ldots, a_{n}$ are complex numbers, $n \geq 1, a_{n} \neq 0$,

$$
P(z)=\sum_{0}^{n} a_{k} z^{k}
$$

Then $P(z)=0$ for some complex number $z$.","Without loss of generality, assume $a_{n}=1$. Put  If $|z|=R$, then  $$ \mu=\inf |P(z)| \quad(z \text { complex }) $$  $$ |P(z)| \geq R^{n}\left[1-\left|a_{n-1}\right| R^{-1}-\cdots-\left|a_{0}\right| R^{-n}\right] $$  The right side of (56) tends to $\infty$ as $R \rightarrow \infty$. Hence there exists $R_{0}$ such that $|P(z)|>\mu$ if $|z|>R_{0}$. Since $|P|$ is continuous on the closed disc with center at 0 and radius $R_{0}$, Theorem 4.16 shows that $\left|P\left(z_{0}\right)\right|=\mu$ for some $z_{0}$.  We claim that $\mu=0$.  If not, put $Q(z)=P\left(z+z_{0}\right) / P\left(z_{0}\right)$. Then $Q$ is a nonconstant polynomial, $Q(0)=1$, and $|Q(z)| \geq 1$ for all $z$. There is a smallest integer $k$, $1 \leq k \leq n$, such that  $$ Q(z)=1+b_{k} z^{k}+\cdots+b_{n} z^{n}, \quad b_{k} \neq 0 . $$  By Theorem 8.7(d) there is a real $\theta$ such that  $$ e^{i k \theta} b_{k}=-\left|b_{k}\right| $$  If $r>0$ and $r^{k}\left|b_{k}\right|<1$, (58) implies  $$ \left|1+b_{k} r^{k} e^{i k \theta}\right|=1-r^{k}\left|b_{k}\right| $$  so that  $$ \left|Q\left(r e^{i \theta}\right)\right| \leq 1-r^{k}\left\{\left|b_{k}\right|-r\left|b_{k+1}\right|- \cdots-r^{n-k}\left|b_{n}\right|\right\} $$  For sufficiently small $r$, the expression in braces is positive; hence $\left|Q\left(r e^{i \theta}\right)\right|<1$, a contradiction.  Thus $\mu=0$, that is, $P\left(z_{0}\right)=0$.  Exercise 27 contains a more general result.",; ;  ;  ; 
9.12,"Suppose $E$ and $\mathbf{f}$ are as in Definition 9.11, $\mathrm{x} \in E$, and (14) holds with $A=A_{1}$ and with $A=A_{2}$. Then $A_{1}=A_{2}$.","If $B=A_{1}-A_{2}$, the inequality  $$ |B \mathbf{h}| \leq\left|\mathbf{f}(\mathbf{x}+\mathbf{h})-\mathbf{f}(\mathbf{x})-A_{1} \mathbf{h}\right|+\left|\mathbf{f}(\mathbf{x}+\mathbf{h})-\mathbf{f}(\mathbf{x})-A_{2} \mathbf{h}\right| $$  shows that $|B \mathbf{h}| /|\mathbf{h}| \rightarrow 0$ as $\mathbf{h} \rightarrow \mathbf{0}$. For fixed $\mathbf{h} \neq \mathbf{0}$, it follows that  $$ \frac{\mid B(t \mathbf{h})}{|t \mathbf{h}|} \rightarrow 0 \quad \text { as } \quad t \rightarrow 0 $$  The linearity of $B$ shows that the left side of (16) is independent of $t$. Thus $B \mathbf{h}=0$ for every $\mathbf{h} \in R^{n}$. Hence $B=0$.",
9.2,"Let $r$ be a positive integer. If a vector space $X$ is spanned by a set of $r$ vectors, then $\operatorname{dim} X \leq r$.","If this is false, there is a vector space $X$ which contains an independent set $Q=\left\{\mathbf{y}_{1}, \ldots, \mathbf{y}_{r+1}\right\}$ and which is spanned by a set $S_{0}$ consisting of $r$ vectors.",
9.21,"Suppose $\mathrm{f}$ maps an open set $E \subset R^{n}$ into $R^{m}$. Then $\mathrm{f} \in \mathscr{C}^{\prime}(E)$ if and only if the partial derivatives $D_{j} f_{i}$ exist and are continuous on $E$ for $1 \leq i \leq m$, $1 \leq j \leq n$.","Assume first that $\mathbf{f} \in \mathscr{C}^{\prime}(E)$. By (27),  $$ \left(D_{j} f_{i}\right)(\mathbf{x})=\left(\mathbf{f}^{\prime}(\mathbf{x}) \mathbf{e}_{j}\right) \cdot \mathbf{u}_{i} $$  for all $i, j$, and for all $\mathrm{x} \in E$. Hence  $$ \left(D_{j} f_{i}\right)(\mathbf{y})-\left(D_{j} f_{i}\right)(\mathbf{x})=\left\{\left[\mathbf{f}^{\prime}(\mathbf{y})-\mathbf{f}^{\prime}(\mathbf{x})\right] \mathbf{e}_{j}\right\} \cdot \mathbf{u}_{i} $$  and since $\left|\mathbf{u}_{i}\right|=\left|\mathbf{e}_{j}\right|=1$, it follows that  $$ \begin{aligned} \left|\left(D_{j} f_{i}\right)(\mathbf{y})-\left(D_{j} f_{i}\right)(\mathbf{x})\right| & \leq\left|\left[\mathbf{f}^{\prime}(\mathbf{y})-\mathbf{f}^{\prime}(\mathbf{x})\right] \mathbf{e}_{j}\right| \\ & \leq\left\|\mathbf{f}^{\prime}(\mathbf{y})-\mathbf{f}^{\prime}(\mathbf{x})\right\| . \end{aligned} $$  Hence $D_{j} f_{i}$ is continuous.  For the converse, it suffices to consider the case $m=1$. (Why?) Fix $\mathbf{x} \in E$ and $\varepsilon>0$. Since $E$ is open, there is an open ball $S \subset E$, with center at $\mathbf{x}$ and radius $r$, and the continuity of the functions $D_{j} f$ shows that $r$ can be chosen so that  $$ \left|\left(D_{j} f\right)(\mathbf{y})-\left(D_{j} f\right)(\mathbf{x})\right|<\frac{\varepsilon}{n} \quad(\mathbf{y} \in S, 1 \leq j \leq n) . $$  Suppose $\mathbf{h}=\Sigma h_{j} \mathbf{e}_{j},|\mathbf{h}|<r$, put $\mathbf{v}_{0}=\mathbf{0}$, and $\mathbf{v}_{k}=h_{1} \mathbf{e}_{1}+\cdots+h_{k} \mathbf{e}_{k}$, for $1 \leq k \leq n$. Then  $$ f(\mathbf{x}+\mathbf{h})-f(\mathbf{x})=\sum_{j=1}^{n}\left[f\left(\mathbf{x}+\mathbf{v}_{j}\right)-f\left(\mathbf{x}+\mathbf{v}_{j-1}\right)\right] $$  Since $\left|\mathbf{v}_{\boldsymbol{k}}\right|<r$ for $1 \leq k \leq n$ and since $S$ is convex, the segments with end points $\mathbf{x}+\mathbf{v}_{j-1}$ and $\mathbf{x}+\mathbf{v}_{j}$ lie in $S$. Since $\mathbf{v}_{j}=\mathbf{v}_{j-1}+h_{j} \mathbf{e}_{j}$, the mean value theorem (5.10) shows that the $j$ th summand in (42) is equal to  $$ h_{j}\left(D_{j} f\right)\left(\mathbf{x}+\mathbf{v}_{j-1}+\theta_{j} h_{j} \mathbf{e}_{j}\right) $$  for some $\theta_{j} \in(0,1)$, and this differs from $h_{j}\left(D_{j} f\right)(\mathbf{x})$ by less than $\left|h_{j}\right| \varepsilon / n$, using (41). By (42), it follows that  $$ \left|f(\mathbf{x}+\mathbf{h})-f(\mathbf{x})-\sum_{j=1}^{n} h_{j}\left(D_{j} f\right)(\mathbf{x})\right| \leq \frac{1}{n} \sum_{j=1}^{n}\left|h_{j}\right| \varepsilon \leq|\mathbf{h}| \varepsilon $$  for all $\mathbf{h}$ such that $|\mathbf{h}|<r$.  This says that $f$ is differentiable at $\mathbf{x}$ and that $f^{\prime}(\mathbf{x})$ is the linear function which assigns the number $\Sigma h_{j}\left(D_{j} f\right)(\mathbf{x})$ to the vector $\mathbf{h}=\Sigma h_{j} \mathbf{e}_{j}$. The matrix $\left[f^{\prime}(\mathbf{x})\right]$ consists of the row $\left(D_{1} f\right)(\mathbf{x}), \ldots,\left(D_{n} f\right)(\mathbf{x})$; and since $D_{1} f, \ldots, D_{n} f$ are continuous functions on $E$, the concluding remarks of Sec. 9.9 show that $f \in \mathscr{C}^{\prime}(E)$.",
9.24 (a),"Suppose $\mathbf{f}$ is a $\mathscr{C}^{\prime}$-mapping of an open set $E \subset R^{n}$ into $R^{n}, \mathbf{f}^{\prime}(\mathbf{a})$ is invertible for some $\mathbf{a} \in E$, and $\mathbf{b}=\mathbf{f}(\mathbf{a})$. Then there exist open sets $U$ and $V$ in $R^{n}$ such that $\mathbf{a} \in U, \mathbf{b} \in V, \mathbf{f}$ is one-toone on $U$, and $\mathbf{f}(U)=V$;","Put $\mathbf{f}^{\prime}(\mathbf{a})=A$, and choose $\lambda$ so that  $$ 2 \lambda\left\|A^{-1}\right\|=1 \text {. } $$  Since $\mathbf{f}^{\prime}$ is continuous at a, there is an open ball $U \subset E$, with center at a, such that  We associate to each $\mathrm{y} \in R^{n}$ a function $\varphi$, defined by  $$ \varphi(\mathbf{x})=\mathbf{x}+A^{-1}(\mathbf{y}-\mathbf{f}(\mathbf{x})) \quad(\mathbf{x} \in E) $$  Note that $\mathbf{f}(\mathbf{x})=\mathbf{y}$ if and only if $\mathbf{x}$ is a fixed point of $\varphi$.  Since $\varphi^{\prime}(\mathbf{x})=I-A^{-1} \mathbf{f}^{\prime}(\mathbf{x})=A^{-1}\left(A-\mathbf{f}^{\prime}(\mathbf{x})\right)$, (46) and (47) imply  that  $$ \left\|\varphi^{\prime}(\mathbf{x})\right\|<\frac{1}{2} \quad(\mathbf{x} \in U) . $$  Hence  $$ \left|\varphi\left(\mathbf{x}_{1}\right)-\varphi\left(\mathbf{x}_{2}\right)\right| \leq \frac{1}{2}\left|\mathbf{x}_{1}-\mathbf{x}_{2}\right| \quad\left(\mathbf{x}_{1}, \mathbf{x}_{2} \in U\right) $$  by Theorem 9.19. It follows that $\varphi$ has at most one fixed point in $U$, so that $\mathbf{f}(\mathbf{x})=\mathbf{y}$ for at most one $\mathbf{x} \in U$.  Thus $\mathbf{f}$ is $1-1$ in $U$.  Next, put $V=\mathbf{f}(U)$, and pick $\mathbf{y}_{0} \in V$. Then $\mathbf{y}_{0}=\mathbf{f}\left(\mathbf{x}_{0}\right)$ for some $\mathbf{x}_{0} \in U$. Let $B$ be an open ball with center at $\mathbf{x}_{0}$ and radius $r>0$, so small that its closure $\bar{B}$ lies in $U$. We will show that $\mathbf{y} \in V$ whenever $\left|\mathbf{y}-\mathbf{y}_{0}\right|<\lambda r$. This proves, of course, that $V$ is open.",;  ;  ; 
